c,i,id,l1_c,l1_i,language,type
say,tell,person_1155,söyle,söyle,Turkish,RV
say,tell,person_1155,söyle,söyle,Turkish,RV
safe,secure,person_2485,güvenli,güvenli,Turkish,RJ
is,does,person_2485,-dir,yapar,Turkish,RV
till,tile,person_2485,gelene kadar,karo,Turkish,RN
closed,close,person_2485,kapalı,yakın,Turkish,RJ
annoying,annoyed,person_2485,can sıkıcı,sinirlenmiş,Turkish,RJ
best,suitable,person_2485,en iyi,uygun,Turkish,RJ
express,learn,person_2255,ifa -de,öğrenmek,Turkish,RV
might,can,person_2255,olabilir,-bilirsiniz,Turkish,RV
likes,prefer,person_2255,seviyor,tercih,Turkish,RV
have,find,person_2255,var,bul,Turkish,RV
would,should,person_2484,cekti,gerekir,Turkish,RV
tell,write,person_2484,söyle,yazmak,Turkish,RV
bring,have,person_2484,getirmek,var,Turkish,RV
move,walk,person_2484,taşımak,yürümek,Turkish,RV
drive,driver,person_2484,sürücü,sürücü,Turkish,RN
stayed,been,person_958,kaldı,olmuş,Turkish,RV
choice,possibility,person_958,seçim,olasılık,Turkish,RN
shop,market,person_958,dükkanı,piyasa,Turkish,RN
use,spend,person_958,kullanın,harcamak,Turkish,RV
okay,fine,person_2643,iyi,iyi,Turkish,RJ
lessons,courses,person_2643,dersler,kurs -ları,Turkish,RN
made,met,person_2643,yapılan,tanış,Turkish,RV
stuff,staff,person_2643,malzeme,personel,Turkish,RN
only,just,person_1462,sadece,sadece,Turkish,RY
doing,joining,person_1462,yapı,katılma -dan,Turkish,RV
provided,arranged,person_1462,sağlanan,düzenlen -miş,Turkish,RV
reply,apply,person_244,yanıtla,uygulamak,Turkish,RV
organisation,arrangement,person_244,örgütü,aranjman,Turkish,RN
requests,demands,person_244,istek,talep,Turkish,RN
arrange,do,person_244,düzenlemek,yapmak,Turkish,RV
prize,price,person_1301,ödül,fiyat,Turkish,RN
had,should,person_1301,vardı,gerekir,Turkish,RV
sleeping,staying,person_2030,uyku,kalı,Turkish,RV
said,written,person_2030,dedi,yazılı,Turkish,RV
ought,have,person_2030,gerektiğini,var,Turkish,RV
go,do,person_2030,gitmek,yapmak,Turkish,RV
best,greatest,person_723,en iyi,en büyük,Turkish,RJ
month,moth,person_723,ay,güve,Turkish,RN
wish,hope,person_723,geçirme -niz dileği -yle,umut,Turkish,RV
camping,tent,person_1911,kamp,çadır,Turkish,RN
has,is,person_1911,vardır,-dir,Turkish,RV
liaise,connecting,person_1911,,bağlanma,Turkish,RV
delighted,delightful,person_2228,memnun,keyifli,Turkish,RJ
pleased,grateful,person_2770,memnun,minnettar,Turkish,RJ
trouble,pain,person_2770,bela,ağrı,Turkish,RN
got,go,person_2770,var,gitmek,Turkish,RV
really,unbelievably,person_2770,gerçek -ten,inanılmaz,Turkish,RY
stay,say,person_728,kal,söyle,Turkish,RV
asked,said,person_728,sordu,dedi,Turkish,RV
ears,eyes,person_728,kulak,göz,Turkish,RN
have,be,person_661,var,olmak,Turkish,RV
piece,peace,person_661,parça,barış,Turkish,RN
listed,written,person_661,liste -lenen,yazılı,Turkish,RV
is,matters,person_925,-dir,önemli,Turkish,RV
avoid,resist,person_925,kaçının,direne,Turkish,RV
way,solution,person_925,yolu,çözüm,Turkish,RN
times,hours,person_925,kez,saat,Turkish,RN
take,bring,person_925,götür,getirmek,Turkish,RV
need,is,person_919,ihtiyacı,-dir,Turkish,RV
choose,apply,person_702,seçin,uygulamak,Turkish,RV
Also,However,person_702,ayrıca,ancak,Turkish,RY
fairly,enough,person_702,oldukça,yeterli,Turkish,RY
possible,appropriate,person_702,mümkün,uygun,Turkish,RJ
helping,making,person_702,yardım,yapma,Turkish,RV
do,have,person_1190,yapmak,var,Turkish,RV
especially,specially,person_1190,özellikle,özel,Turkish,RY
starting,staring,person_1190,başlangıç,bakı,Turkish,RV
opportunity,chance,person_1190,fırsat,şans,Turkish,RN
would,could,person_1190,cekti,olabilir,Turkish,RV
get,be,person_1190,almak,olmak,Turkish,RV
hear,learn,person_1190,duya,öğrenmek,Turkish,RV
attend,join,person_1637,katılmak,katılın,Turkish,RV
know,learn,person_1637,biliyor,öğrenmek,Turkish,RV
grateful,pleased,person_1637,minnettar,memnun,Turkish,RJ
catalogue,book,person_1637,katalog,kitap,Turkish,RN
shopping,shops,person_1637,alışveriş,dükkan,Turkish,RN
can,should,person_166,-bilirsiniz,gerekir,Turkish,RV
space,place,person_166,uzay,yer,Turkish,RN
idea,clue,person_166,fikir,ipucu,Turkish,RN
sincerely,faithfully,person_166,iç -tenlikle,sadakatle,Turkish,RY
have,give,person_166,var,vermek,Turkish,RV
seems,look,person_166,görünü -yor,bak,Turkish,RV
seriously,properly,person_166,cidden,düzgün,Turkish,RY
has,is,person_166,vardır,-dir,Turkish,RV
features,is,person_1022,sahip -tir,-dir,Turkish,RV
swimming,swim,person_1022,yüzme,yüzüşü,Turkish,RN
going,doing,person_1022,gidiyor,yapı,Turkish,RV
also,again,person_1022,ayrıca,tekrar,Turkish,RY
sit,seat,person_1022,oturup,koltuk,Turkish,RV
flying,flight,person_3011,uçan,uçuş,Turkish,RN
world,life,person_3011,dünya,hayat,Turkish,RN
globally,worldwide,person_3011,küresel,dünya çap -ında,Turkish,RY
faithfully,sincerely,person_3011,sadakatle,iç -tenlikle,Turkish,RY
have,know,person_547,var,biliyor,Turkish,RV
time,timer,person_547,zaman,zamanlayıcı,Turkish,RN
excellent,good,person_547,mükemmel,iyi,Turkish,RJ
was,stayed,person_547,oldu,kaldı,Turkish,RV
retain,remain,person_1415,korumak,kalır,Turkish,RV
trip,journey,person_2130,gezi,yolculuk,Turkish,RN
were,enjoyed,person_2130,edildi,zevk,Turkish,RV
great,big,person_2130,büyük,büyük,Turkish,RJ
know,learn,person_2130,biliyor,öğrenmek,Turkish,RV
peace,silence,person_2130,barış,sessiz -lik,Turkish,RN
know,learn,person_2130,biliyor,öğrenmek,Turkish,RV
advances,improvements,person_2680,ilerler,gelişmeler,Turkish,RN
allow,help,person_2680,izin,yardımcı,Turkish,RV
request,requirement,person_2680,istek,gereksinim,Turkish,RN
aims,subject,person_2680,amaçları,konu,Turkish,RN
constantly,always,person_2680,sürekli,her zaman,Turkish,RY
ended,caused,person_2680,sona er -di,neden,Turkish,RV
chance,change,person_451,şans,değişiklik,Turkish,RN
going,riding,person_451,gidiyor,sürme,Turkish,RV
determined,ambitious,person_451,belirlenen,iddialı,Turkish,RJ
actors,players,person_451,aktör,oyuncu,Turkish,RN
telling,saying,person_451,anlatı,söylüyor,Turkish,RV
would,could,person_451,cekti,olabilir,Turkish,RV
imagine,think,person_2546,hayal,düşünü,Turkish,RV
simply,only,person_2546,basitçe,sadece,Turkish,RY
get,take,person_2546,almak,götür,Turkish,RV
trip,date,person_909,gezi,tarih,Turkish,RN
would,could,person_909,cekti,olabilir,Turkish,RV
inaccurate,unreal,person_909,yanlış,gerçekdışı,Turkish,RJ
reports,news,person_909,rapor,haber,Turkish,RN
become,be,person_909,hal -ine,olmak,Turkish,RV
get,have,person_909,almak,var,Turkish,RV
publicity,news,person_909,tanıtım,haber,Turkish,RN
accurate,real,person_909,doğru,gerçek,Turkish,RJ
reports,news,person_909,rapor,haber,Turkish,RN
like,enjoy,person_258,gibi,keyfini,Turkish,RV
Attending,Joining,person_258,katılıyor,katılma -dan,Turkish,RV
time,chance,person_258,zaman,şans,Turkish,RN
problem,trouble,person_258,sorun,bela,Turkish,RN
apart,away,person_258,apart,mesafe -de,Turkish,RY
so,too,person_258,böyle -ce,çok,Turkish,RY
photographed,pictured,person_258,fotoğraflandı,resimde,Turkish,RV
true,alive,person_1322,true,hayatta,Turkish,RY
is,means,person_1581,-dir,anlamına gelir,Turkish,RV
make,do,person_1581,yapmak,yapmak,Turkish,RV
skills,abilities,person_1581,beceri,yetenek,Turkish,RN
right,alright,person_1581,sağ,tamam,Turkish,RJ
idea,imagination,person_1581,fikir,hayal,Turkish,RN
changing,changeable,person_1581,değiştirme,değiştirilebilir,Turkish,RJ
Palace,place,person_3040,palace,yer,Turkish,RN
get,reach,person_3040,almak,ulaşmak,Turkish,RV
sincerely,faithfully,person_3040,iç -tenlikle,sadakatle,Turkish,RY
forward,ahead,person_3040,ileri,önde,Turkish,RY
called,is,person_3068,denilen,-dir,Turkish,RV
affects,effects,person_3068,etkiledi -ğini,efekt -leri,Turkish,RV
very,so,person_3068,çok,böyle -ce,Turkish,RY
entered,met,person_3068,girilen,tanış,Turkish,RV
imagine,think,person_3068,hayal,düşünü,Turkish,RV
imagine,think,person_3068,hayal,düşünü,Turkish,RV
affect,effect,person_3068,etkileye,etkisi,Turkish,RV
take,pick,person_2987,götür,seç,Turkish,RV
located,placed,person_2987,yer almaktadır,yerleştirilen,Turkish,RV
is,has,person_2987,-dir,vardır,Turkish,RV
is,has,person_2987,-dir,vardır,Turkish,RV
think,recommend,person_2987,,,Turkish,RV
far,much,person_3157,,,Turkish,RY
have,find,person_3157,,,Turkish,RV
world,word,person_3157,,,Turkish,RN
give,tell,person_180,geben,sagen,German,RV
stricter,harder,person_180,strengere,härter,German,RJ
wear,use,person_180,tragen,verwenden,German,RV
space,place,person_144,raum,ort,German,RN
deliver,bring,person_144,liefern,bringen,German,RV
reasons,points,person_1775,gründe,punkte,German,RN
appear,play,person_1775,erscheinen,spielen,German,RV
auditorium,room,person_1775,auditorium,zimmer,German,RN
small,short,person_1775,kleine,kurze,German,RJ
getting,taking,person_1775,immer,einnahme,German,RV
large,big,person_1775,große,große,German,RJ
want,will,person_1775,wollen,wird,German,RV
spent,passed,person_235,verbrachte,übergeben,German,RV
see,visit,person_235,sehen,besuchen,German,RV
expected,thought,person_235,erwartet,dachte,German,RV
request,question,person_235,anfrage,frage,German,RN
would,have,person_235,würde,haben,German,RV
almost,nearly,person_235,fast,fast,German,RY
would,had,person_235,würde,hatte,German,RV
had,was,person_235,hatte,war,German,RV
were,have,person_1212,waren,haben,German,RV
Finally,Eventually,person_1212,schließlich,schließlich,German,RY
was,played,person_2441,war,gespielt,German,RV
attending,visiting,person_806,besucher,besuch,German,RV
available,possible,person_806,verfügbar,möglich,German,RJ
actual,real,person_1851,tatsächlichen,real,German,RJ
have,be,person_1851,haben,werden,German,RV
didn't,hadn't,person_1851,didnt,hadnt,German,RV
study,learn,person_1851,studieren,lernen,German,RV
do,make,person_1851,tun,machen,German,RV
chance,change,person_1851,chance,änderung,German,RN
lost,earn,person_1851,verloren,verdienen,German,RV
thing,point,person_2021,sache,punkt,German,RN
had,could,person_2021,hatte,könnte,German,RV
earlier,before,person_2021,zuvor,bevor,German,RY
advert,notice,person_2021,anzeige,bekanntmachung,German,RN
partially,particularly,person_2021,teilweise,besonders,German,RY
sense,point,person_2021,sinn,punkt,German,RN
promised,told,person_2020,versprochen,erzählte,German,RV
solve,correct,person_2020,lösen,beheben,German,RV
have,got,person_2020,haben,bekam,German,RV
prompt,early,person_2356,eingabeaufforderung,frühen,German,RJ
shared,had,person_2356,freigegebenen,hatte,German,RV
available,possible,person_1477,verfügbar,möglich,German,RJ
lower,smaller,person_480,niedriger,kleinere,German,RJ
actually,already,person_480,tatsächlich,bereits,German,RY
turned,got,person_480,gedreht,bekam,German,RV
worry,care,person_480,sorge,interessieren,German,RV
coming,getting,person_442,kommen,immer,German,RV
left,inherited,person_1934,gelassen,geerbt,German,RV
things,points,person_2376,dinge,punkte,German,RN
advertised,displayed,person_2376,beworben,angezeigt,German,RV
disappointments,disadvantages,person_2376,enttäuschungen,nachteile,German,RN
dinner,diner,person_2376,abendessen,diner,German,RN
revised,learned,person_2376,überarbeitet,gelernt,German,RV
did,made,person_2376,meinst,gemacht,German,RV
then,now,person_2376,dann,jetzt,German,RY
file,archive,person_2376,datei,archivieren,German,RV
made,taken,person_2376,gemacht,genommen,German,RV
performance,time,person_1253,leistung,zeit,German,RN
expected,supposed,person_1253,erwartet,angeblich,German,RV
told,proposed,person_1253,erzählte,vorgeschlagenen,German,RV
become,come,person_1253,werden,kommen,German,RV
advertised,showed,person_2377,beworben,zeigte,German,RV
longer,more,person_2377,länger,eher,German,RY
spent,left,person_2377,verbrachte,gelassen,German,RV
big,main,person_2377,große,wichtigsten,German,RJ
way,kind,person_2377,weg,art,German,RN
causing,standing,person_2377,verursacht,stehen,German,RV
hope,wish,person_704,hoffe,wünschen,German,RV
great,big,person_704,große,große,German,RJ
frequently,mainly,person_704,häufig,hauptsächlich,German,RY
yesterday,last,person_2006,gestern,last,German,RJ
