c,i,id,l1_c,l1_i,language,type,code,english_overlap
idea,application,person_1816,fikir,uygulama,Turkish,RN,tr,0.43882008938067874
reasonably,nice,person_1816,makul,güzel,Turkish,RY,tr,0.5086832994621447
holding,making,person_1816,holding,yapma,Turkish,RV,tr,0.4679154884829093
arts,art,person_1816,sanat,sanat,Turkish,RN,tr,0.6529334491309375
understand,get,person_1816,anlamak,almak,Turkish,RV,tr,0.44025571817564646
full,complete,person_1198,tam,komple,Turkish,RJ,tr,0.6451806155415665
price,money,person_1198,fiyat,para,Turkish,RN,tr,0.43118192816658263
small,close,person_1198,küçük,yakın,Turkish,RJ,tr,0.4362331699094798
next,however,person_1198,ileri,ancak,Turkish,RY,tr,0.3781201409845768
miserable,unhappy,person_1198,sefil,mutsuz,Turkish,RJ,tr,0.664507544248937
thing,memory,person_1198,şey,bellek,Turkish,RN,tr,0.3459162758919059
gauge,checker,person_1198,ölçer,denetleyicisi,Turkish,RN,tr,0.2947598682918795
make,take,person_1198,yapmak,götür,Turkish,RV,tr,0.5797301339098027
star,play,person_1359,yıldız,oynamak,Turkish,RV,tr,0.37280233016666986
starred,played,person_1359,oynadı,oynadı,Turkish,RV,tr,0.5181345965347046
had,saw,person_1359,vardı,gördüm,Turkish,RV,tr,0.556623337555509
paid,gave,person_1359,ödenen,verdi,Turkish,RV,tr,0.4348170807847317
mistake,fault,person_1359,hata,hatam,Turkish,RN,tr,0.49142330747503604
mistake,fault,person_1359,hata,hatam,Turkish,RN,tr,0.49142330747503604
tell,gave,person_1359,söyle,verdi,Turkish,RV,tr,0.41783342867888307
advertised,written,person_2241,reklamı,yazılı,Turkish,RV,tr,0.4773920785541163
pay,play,person_2241,ödeme,oynamak,Turkish,RV,tr,0.39709678684665095
go,wear,person_2241,gitmek,giymek,Turkish,RV,tr,0.3919973294338408
supposed,said,person_2519,zannetmek,dedi,Turkish,RV,tr,0.42594953068682007
apology,excuse,person_2519,özür,bahane,Turkish,RN,tr,0.5053313258821757
play,have,person_2519,oynamak,var,Turkish,RV,tr,0.38793630517383093
have,be,person_2242,var,olmak,Turkish,RV,tr,0.5963978744827845
said,written,person_2242,dedi,yazılı,Turkish,RV,tr,0.38508701722834954
works,progress,person_2242,eser,ilerleme,Turkish,RN,tr,0.4526010240498962
invention,production,person_2242,buluş,üretim,Turkish,RN,tr,0.40585547914910747
people,pupil,person_2242,insanlar,öğrenci,Turkish,RN,tr,0.30299043028159944
area,subject,person_2242,alan,konu,Turkish,RN,tr,0.4655550714742071
see,watch,person_2518,görmek,izle,Turkish,RV,tr,0.521944396851316
said,told,person_622,dedi,söyledi,Turkish,RV,tr,0.6467236355627198
programme,schedule,person_622,programı,zamanlama,Turkish,RN,tr,0.4400444988756481
full,exact,person_622,tam,tam,Turkish,RJ,tr,0.5211556002277034
want,went,person_622,istediği,gitti,Turkish,RV,tr,0.43822516526250177
consolation,solace,person_622,teselli,teselli,Turkish,RN,tr,0.6092157479890834
find,reach,person_622,bul,ulaşmak,Turkish,RV,tr,0.4962180200463724
too,again,person_622,çok,tekrar,Turkish,RY,tr,0.5145259839766534
place,medium,person_622,yer,orta,Turkish,RN,tr,0.34096400797257986
said,written,person_594,dedi,yazılı,Turkish,RV,tr,0.38508701722834954
said,written,person_594,dedi,yazılı,Turkish,RV,tr,0.38508701722834954
said,written,person_594,dedi,yazılı,Turkish,RV,tr,0.38508701722834954
could,would,person_1307,olabilir,cekti,Turkish,RV,tr,0.8060764990755762
apology,excuse,person_1307,özür,bahane,Turkish,RN,tr,0.5053313258821757
waste,loss,person_1307,atık,kaybı,Turkish,RN,tr,0.36986221976304245
truth,reality,person_1307,gerçek,gerçek,Turkish,RN,tr,0.60366399088979406
keep,take,person_1307,tutmak,götür,Turkish,RV,tr,0.5093878518248967
tell,say,person_1307,söyle,söyle,Turkish,RV,tr,0.6615409766975913
truth,reality,person_1307,gerçek,gerçek,Turkish,RN,tr,0.60366399088979406
truth,reality,person_1307,gerçek,gerçek,Turkish,RN,tr,0.60366399088979406
tell,say,person_1307,söyle,söyle,Turkish,RV,tr,0.6615409766975913
truth,reality,person_1307,gerçek,gerçek,Turkish,RN,tr,0.60366399088979406
musical,play,person_2231,müzikal,oyunu,Turkish,RN,tr,0.42882389206511684
see,watch,person_2231,görmek,izle,Turkish,RV,tr,0.521944396851316
experience,situation,person_2231,deneyim,durum,Turkish,RN,tr,0.4523848346035425
toys,plays,person_2231,oyuncak,çalış,Turkish,RN,tr,0.40432345678787507
let,make,person_287,izin,yapmak,Turkish,RV,tr,0.49670801576174906
should,would,person_287,gerekir,cekti,Turkish,RV,tr,0.7767642166785615
said,wrote,person_287,dedi,yazdı,Turkish,RV,tr,0.5782302781686232
peace,piece,person_287,barış,parça,Turkish,RN,tr,0.3068786568784032
peace,piece,person_287,barış,parça,Turkish,RN,tr,0.3068786568784032
benefit,fortune,person_287,yarar,servet,Turkish,RN,tr,0.4045544040381034
let,want,person_2192,izin,istediği,Turkish,RV,tr,0.5290773476076404
appears,plays,person_2192,görünür,oynar,Turkish,RV,tr,0.4831920277394793
hoped,wished,person_2192,umduğunu,dile,Turkish,RV,tr,0.6571338429645822
problem,mistake,person_2192,sorun,hata,Turkish,RN,tr,0.5052181328075936
told,said,person_2192,söyledi,dedi,Turkish,RV,tr,0.6467236355627198
appear,play,person_2192,görünür,oynamak,Turkish,RV,tr,0.4638503593335529
went,came,person_2192,gitti,geldi,Turkish,RV,tr,0.6954828014997174
closed,close,person_2192,kapalı,yakın,Turkish,RJ,tr,0.6571601129334385
very,too,person_2192,çok,çok,Turkish,RY,tr,0.6522807867428722
get,use,person_2192,almak,kullanın,Turkish,RV,tr,0.483386983365672
email,mail,person_2192,email,posta,Turkish,RN,tr,0.6663793533681166
old,past,person_2192,eski,geçmiş,Turkish,RJ,tr,0.5128247348873143
letter,mail,person_2192,mektup,posta,Turkish,RN,tr,0.46118451411592776
paid,given,person_2160,ödenen,verilen,Turkish,RV,tr,0.47596034805557197
burn,fire,person_2160,yakmak,kov,Turkish,RV,tr,0.5971585565863845
area,section,person_2160,alan,bölüm,Turkish,RN,tr,0.43079502694897776
late,later,person_2202,gecikti,sonra,Turkish,RY,tr,0.5458641105750126
not,no,person_2202,değil,hayır,Turkish,RY,tr,0.48776179116613255
is,passes,person_2202,-dir,geçirir,Turkish,RV,tr,0.40295789260512627
exhausting,exhausted,person_2202,yorucu,yoruldum,Turkish,RJ,tr,0.5269963933836179
untrue,false,person_2189,yanlış,false,Turkish,RJ,tr,0.7077772887703347
say,mention,person_2189,söyle,söz,Turkish,RV,tr,0.5067239420392101
invention,discovering,person_2189,buluş,keşfetmek,Turkish,RN,tr,0.4341025291056021
research,researching,person_2189,araştırma,araştırma,Turkish,RN,tr,0.5732396409734604
get,go,person_2189,almak,gitmek,Turkish,RV,tr,0.6271303847193858
study,research,person_2189,çalışmak,araştırma,Turkish,RV,tr,0.6431631839044076
planet,plant,person_2189,gezegen,bitki,Turkish,RN,tr,0.37809225295615756
audience,viewers,person_515,seyirci,izleyici,Turkish,RN,tr,0.62533699928939
would,do,person_515,cekti,yapmak,Turkish,RV,tr,0.6648635336488637
hesitation,problems,person_515,tereddüt,sorun,Turkish,RN,tr,0.3587781716250277
principal,main,person_515,asıl,ana,Turkish,RJ,tr,0.5265608099099368
friendship,friend,person_515,dostluk,arkadaşı,Turkish,RN,tr,0.47816149406440134
lastly,last,person_1026,son,son,Turkish,RY,tr,0.47824835343160005
up,next,person_1026,yukarı,ileri,Turkish,RY,tr,0.42558185088668105
shouldnt,couldnt,person_1026,olmamalı,edeme,Turkish,RV,tr,0.7908231622137261
asked,offered,person_1026,sordu,sunulan,Turkish,RV,tr,0.5470924188924396
told,talk,person_1026,söyledi,konuşma,Turkish,RV,tr,0.21597569256537924
see,watch,person_1806,görmek,izle,Turkish,RV,tr,0.521944396851316
paid,given,person_1806,ödenen,verilen,Turkish,RV,tr,0.47596034805557197
said,written,person_1806,dedi,yazılı,Turkish,RV,tr,0.38508701722834954
give,accept,person_1806,vermek,kabul,Turkish,RV,tr,0.5294063791004828
late,later,person_1806,gecikti,sonra,Turkish,RY,tr,0.5458641105750126
advertised,written,person_1806,reklamı,yazılı,Turkish,RV,tr,0.4773920785541163
notice,understand,person_1806,fark,anlamak,Turkish,RV,tr,0.443547453958035
product,production,person_979,ürün,üretim,Turkish,RN,tr,0.5832974883825156
made,did,person_1155,yapılan,yaptı,Turkish,RV,tr,0.49412273957955133
say,tell,person_1155,söyle,söyle,Turkish,RV,tr,0.6615409766975913
say,tell,person_1155,söyle,söyle,Turkish,RV,tr,0.6615409766975913
safe,secure,person_2485,güvenli,güvenli,Turkish,RJ,tr,0.6177685944128178
is,does,person_2485,-dir,yapar,Turkish,RV,tr,0.5021161843785579
closed,close,person_2485,kapalı,yakın,Turkish,RJ,tr,0.6571601129334385
likes,prefer,person_2255,seviyor,tercih,Turkish,RV,tr,0.48783011726399383
have,find,person_2255,var,bul,Turkish,RV,tr,0.4983900439616533
would,should,person_2484,cekti,gerekir,Turkish,RV,tr,0.7767642166785615
tell,write,person_2484,söyle,yazmak,Turkish,RV,tr,0.49405474546551886
bring,have,person_2484,getirmek,var,Turkish,RV,tr,0.48731493318135566
move,walk,person_2484,taşımak,yürümek,Turkish,RV,tr,0.3834678051261136
drive,driver,person_2484,sürücü,sürücü,Turkish,RN,tr,0.5627444352509263
stayed,been,person_958,kaldı,olmuş,Turkish,RV,tr,0.5615782449737734
choice,possibility,person_958,seçim,olasılık,Turkish,RN,tr,0.5063360916287936
shop,market,person_958,dükkanı,piyasa,Turkish,RN,tr,0.5151248947732494
use,spend,person_958,kullanın,harcamak,Turkish,RV,tr,0.4525053569318279
okay,fine,person_2643,iyi,iyi,Turkish,RJ,tr,0.5506170376339716
made,met,person_2643,yapılan,tanış,Turkish,RV,tr,0.48878825910756507
stuff,staff,person_2643,malzeme,personel,Turkish,RN,tr,0.25606739030396014
only,just,person_1462,sadece,sadece,Turkish,RY,tr,0.7624868591290412
reply,apply,person_244,yanıtla,uygulamak,Turkish,RV,tr,0.36608619837715145
organisation,arrangement,person_244,örgütü,aranjman,Turkish,RN,tr,0.3905493665582716
requests,demands,person_244,istek,talep,Turkish,RN,tr,0.5540376223409851
arrange,do,person_244,düzenlemek,yapmak,Turkish,RV,tr,0.4440132486854923
prize,price,person_1301,ödül,fiyat,Turkish,RN,tr,0.38299805486899396
had,should,person_1301,vardı,gerekir,Turkish,RV,tr,0.5584349354558482
sleeping,staying,person_2030,uyku,kalı,Turkish,RV,tr,0.44335087125477274
said,written,person_2030,dedi,yazılı,Turkish,RV,tr,0.38508701722834954
ought,have,person_2030,gerektiğini,var,Turkish,RV,tr,0.5703446492744118
go,do,person_2030,gitmek,yapmak,Turkish,RV,tr,0.6396568456649485
month,moth,person_723,ay,güve,Turkish,RN,tr,0.16571851624432798
camping,tent,person_1911,kamp,çadır,Turkish,RN,tr,0.46762313953517987
has,is,person_1911,vardır,-dir,Turkish,RV,tr,0.5363427459940722
delighted,delightful,person_2228,memnun,keyifli,Turkish,RJ,tr,0.5050754605345251
pleased,grateful,person_2770,memnun,minnettar,Turkish,RJ,tr,0.6146735917937072
trouble,pain,person_2770,bela,ağrı,Turkish,RN,tr,0.502273389745765
got,go,person_2770,var,gitmek,Turkish,RV,tr,0.533918641883987
stay,say,person_728,kal,söyle,Turkish,RV,tr,0.4077423575374332
asked,said,person_728,sordu,dedi,Turkish,RV,tr,0.5469790348902333
ears,eyes,person_728,kulak,göz,Turkish,RN,tr,0.5522308849608828
have,be,person_661,var,olmak,Turkish,RV,tr,0.5963978744827845
piece,peace,person_661,parça,barış,Turkish,RN,tr,0.3068786568784032
is,matters,person_925,-dir,önemli,Turkish,RV,tr,0.39979127064883735
avoid,resist,person_925,kaçının,direne,Turkish,RV,tr,0.49273324412580644
way,solution,person_925,yolu,çözüm,Turkish,RN,tr,0.4756958991276543
times,hours,person_925,kez,saat,Turkish,RN,tr,0.5558771072826267
take,bring,person_925,götür,getirmek,Turkish,RV,tr,0.615602908389304
need,is,person_919,ihtiyacı,-dir,Turkish,RV,tr,0.4593599144454944
choose,apply,person_702,seçin,uygulamak,Turkish,RV,tr,0.4797431247026003
also,however,person_702,ayrıca,ancak,Turkish,RY,tr,0.6280572753878361
fairly,enough,person_702,oldukça,yeterli,Turkish,RY,tr,0.4811423402092083
possible,appropriate,person_702,mümkün,uygun,Turkish,RJ,tr,0.5641113588054569
helping,making,person_702,yardım,yapma,Turkish,RV,tr,0.5093129785642245
do,have,person_1190,yapmak,var,Turkish,RV,tr,0.546611681864382
especially,specially,person_1190,özellikle,özel,Turkish,RY,tr,0.6593366744321834
starting,staring,person_1190,başlangıç,bakı,Turkish,RV,tr,0.37878474311840193
opportunity,chance,person_1190,fırsat,şans,Turkish,RN,tr,0.6355837806595437
would,could,person_1190,cekti,olabilir,Turkish,RV,tr,0.8060764990755762
get,be,person_1190,almak,olmak,Turkish,RV,tr,0.5556877226861271
hear,learn,person_1190,duya,öğrenmek,Turkish,RV,tr,0.500894738529039
attend,join,person_1637,katılmak,katılın,Turkish,RV,tr,0.4788102805520703
know,learn,person_1637,biliyor,öğrenmek,Turkish,RV,tr,0.6163379709071144
