l1,type,i,c,id,l1_i,l1_c
Greek,RV,refer,say,person_2679,παραπέμπω,λένε
Greek,RV,written,said,person_2679,γραπτός,είπε
Greek,RV,had,was,person_2679,είχε,ήταν
Greek,RV,hadn't,didn't,person_2679,δεν είχε,δεν το έκανε
Greek,RV,become,make,person_2679,γίνομαι,"φτιαχνω, κανω"
Greek,RV,get,go,person_2679,παίρνω,πηγαίνω
Greek,RV,spend,occupy,person_2679,περάσουν,ασχολούμαι
Greek,RV,got,go,person_2679,πήρε,πηγαίνω
Greek,RN,pile,battery,person_2679,σωρός,μπαταρία
Greek,RV,effected,affected,person_2679,πραγματοποιήθηκε,επηρεάζονται
French,RV,waiting,writing,person_1370,attendre,l'écriture
French,RV,presented,advertised,person_1370,présenté,annoncé
French,RN,diner,dinner,person_1370,le dîner,dîner
French,RV,pretending,claiming,person_1370,prétendre,affirmant
French,RN,costumer,customer,person_1370,costumier,client
French,RN,solutions,way,person_1370,solutions,façon
French,RY,there,here,person_1370,Là,ici
Polish,RV,stared,starred,person_625,patrzył,oznaczone gwiazdką
Polish,RV,written,stated,person_625,napisany,stwierdził
Polish,RV,drink,have,person_625,drink,mieć
Polish,RV,indicate,state,person_619,wskazać,stan
Polish,RV,put,gave,person_619,położyć,dał
Polish,RN,hours,times,person_619,godziny,czasy
Polish,RV,mentioned,stated,person_619,wzmiankowany,stwierdził
Polish,RV,coming,getting,person_619,przyjście,uzyskiwanie
Polish,RJ,famous,favourite,person_619,sławny,ulubiony
Polish,RV,coming,going,person_619,przyjście,chodzenie
Polish,RV,playing,performing,person_619,gra,działający
Polish,RV,advertised,claimed,person_619,reklamowane,twierdził
Polish,RN,possibility,way,person_619,możliwość,sposób
Polish,RY,nowadays,now,person_619,dzisiaj,teraz
Polish,RV,say,tell,person_619,mówić,powiedzieć
Polish,RJ,nearest,next,person_619,najbliższy,Kolejny
Polish,RJ,sensible,sensitive,person_619,rozsądny,wrażliwy
Polish,RN,possibility,opportunity,person_619,możliwość,okazja
Spanish,RN,visitors,audience,person_1628,visitantes,audiencia
Spanish,RY,later,late,person_1628,luego,tarde
Spanish,RJ,plenty,full,person_1628,mucho,completo
Spanish,RV,met,found,person_2321,reunió,encontró
Spanish,RJ,bad,poor,person_2321,malo,pobre
Spanish,RV,want,went,person_2321,querer,fuimos
Spanish,RV,Looking,Waiting,person_2321,Mirando,Esperando
Spanish,RY,no,not,person_2321,no,no
Spanish,RN,sellers,salesmen,person_2321,vendedores,vendedores
Catalan,RV,show,tell,person_1172,espectacle,dir
Catalan,RV,make,do,person_1172,fer,fer
Catalan,RN,prize,price,person_1172,premi,preu
Catalan,RV,having,giving,person_1172,tenint,donant
Catalan,RN,user,customer,person_1172,usuari,client
Catalan,RV,rise,raise,person_1172,pujar,aixecar
Catalan,RJ,global,overall,person_1172,global,en general
Catalan,RV,making,doing,person_1172,elaboració,fent
Catalan,RV,hadn't,mustn't,person_1172,no ho havia fet,no
Catalan,RN,solutions,answers,person_1172,solucions,respostes
Spanish,RV,is,have,person_433,es,tener
Spanish,RY,before,above,person_433,antes de,encima
Spanish,RJ,available,able,person_433,disponible,poder
Spanish,RV,seating,sitting,person_433,asientos,sentado
Spanish,RV,did,had,person_433,hizo,tenía
Spanish,RV,gave,had,person_433,dio,tenía
Korean,RJ,available,on,person_419,유효한,...에
Korean,RV,are,had,person_419,아르,있었다
Korean,RV,have,do,person_419,있다,해야 할 것
Korean,RV,search,find,person_419,수색,발견
Spanish,RN,PART,PLACE,person_425,PARTE,LUGAR
Spanish,RN,PLAY,MUSICAL,person_425,JUGAR,MUSICAL
Spanish,RV,SPEND,HAVE,person_425,GASTAR,TENER
Spanish,RY,NO,NOT,person_425,NO,NO
Spanish,RV,GIVE,ATTACH,person_425,DAR,ADJUNTAR
Spanish,RV,lasted,were,person_1164,duró,fueron
Spanish,RV,supply,satisfy,person_1164,suministro,satisfacer
Spanish,RJ,cooler,colder,person_1164,enfriador,más frío
Spanish,RJ,workable,stressful,person_1164,factible,lleno de tensión
Spanish,RV,get,fall,person_1164,obtener,otoño
Spanish,RV,being,becoming,person_1164,siendo,devenir
Spanish,RN,possibility,chance,person_1164,posibilidad,oportunidad
Spanish,RY,nevertheless,however,person_155,sin embargo,sin embargo
Spanish,RV,has,was,person_155,tiene,estaba
Spanish,RY,Besides,Also,person_155,Además,también
Spanish,RV,spent,had,person_155,gastado,tenía
Spanish,RV,preparing,arranging,person_155,preparando,arreglando
Russian,RV,play,act,person_1400,играть,акт
Russian,RJ,common,ordinary,person_1400,общий,обычный
Russian,RV,make,draw,person_1400,делать,рисовать
Russian,RJ,common,ordinary,person_1400,общий,обычный
French,RV,have,get,person_1372,avoir,obtenir
French,RV,got,had,person_1372,eu,eu
French,RV,thought,remembered,person_1372,pensée,se souvient
French,RV,would,ought,person_1372,aurait,devrait
French,RV,came,became,person_1372,venu,est devenu
French,RJ,hungry,angry,person_1372,faim,fâché
Greek,RV,were,did,person_828,ήταν,έκανα
Greek,RV,return,give,person_828,ΕΠΙΣΤΡΟΦΗ,δίνω
Greek,RJ,shame,embarrassed,person_828,ντροπή,αμήχανος
Greek,RV,was,had,person_828,ήταν,είχε
Italian,RV,SAY,TELL,person_2096,DIRE,RACCONTARE
Italian,RN,ROBBER,THIEF,person_2096,LADRO,LADRO
Italian,RV,UNDERSTOOD,REALISED,person_2096,INTESO,REALIZZATO
German,RV,have,were,person_1212,haben,wurden
German,RY,Eventually,Finally,person_1212,Schließlich,Endlich
Polish,RV,complete,complain,person_960,kompletny,skarżyć się
Polish,RJ,confusing,confused,person_960,mylące,zmieszany
Polish,RY,Neither,Also,person_960,Ani,Również
Thai,RV,pay,give,person_2294,จ่ายเงิน,ให้
Thai,RY,How,However,person_2294,อย่างไร,อย่างไรก็ตาม
Polish,RV,offered,advertised,person_223,oferowany,reklamowane
Polish,RN,offer,advertisement,person_223,oferta,Reklama
Polish,RV,telling,giving,person_223,wymowny,dający
Polish,RN,cause,reason,person_223,przyczyna,powód
Polish,RY,Recently,Today,person_223,Niedawno,Dzisiaj
Polish,RV,connect,talk,person_223,połączyć,rozmowa
Turkish,RV,said,supposed,person_2519,dedim,sözde
Turkish,RN,excuse,apology,person_2519,bahane,özür
Turkish,RV,have,play,person_2519,var,oyun
Polish,RN,viewers,audience,person_587,widzowie,publiczność
Polish,RV,spent,have,person_587,wydany,mieć
Polish,RN,mater,matter,person_587,mater,materia
Polish,RV,meet,see,person_587,spotykać się,widzieć
Polish,RV,abandon,ban,person_587,porzucić,zakaz
Polish,RN,sewage,waste,person_587,ścieki,marnotrawstwo
Polish,RY,considerably,wisely,person_587,wydatnie,mądrze
French,RV,said,told,person_2256,m'a dit,Raconté
French,RY,off,up,person_2256,de,en haut
French,RN,decorations,decor,person_2256,décorations,décor
French,RN,advertisement,advertising,person_2256,publicité,La publicité
French,RV,become,come,person_2256,devenir,viens
French,RJ,male,masculine,person_2256,mâle,masculin
Turkish,RV,be,have,person_2242,olmak,var
Turkish,RV,written,said,person_2242,yazılı,dedim
Turkish,RN,progress,works,person_2242,ilerleme,Eserleri
Turkish,RN,production,invention,person_2242,üretim,icat
Turkish,RN,pupil,people,person_2242,öğrenci,insanlar
Turkish,RN,subject,area,person_2242,konu,alan
Turkish,RV,can't,don't,person_2242,olamaz,yapamaz
Polish,RV,was,went,person_1005,było,poszedł
Polish,RY,sincerely,faithfully,person_1005,Z poważaniem,wiernie
Turkish,RV,watch,see,person_2518,izlemek,görmek
Turkish,RY,sincerely,faithfully,person_2518,içtenlikle,dürüstçe
Spanish,RV,APPEARS,STATES,person_1011,APARECE,Estados
Spanish,RY,HEAVILY,REALLY,person_1011,FUERTEMENTE,DE VERDAD
Spanish,RV,DIDN'T,HADN'T,person_1011,NO HIZO,No tiene
Spanish,RV,GOT,HAD,person_1011,TIENE,TENÍA
Spanish,RV,MODERNIZES,ADVANCES,person_1011,MODERNIZA,AVANCES
Spanish,RV,MAKING,DOING,person_1011,FABRICACIÓN,OBRA
Spanish,RV,listening,playing,person_2295,escuchando,jugando
Spanish,RY,definitively,definitely,person_2295,definitivamente,seguro
Spanish,RN,renewal,refurbishment,person_2295,renovación,remodelación
Spanish,RN,advertising,advertisement,person_2295,publicidad,anuncio
Spanish,RV,make,give,person_2295,hacer,dar
Spanish,RN,public,audience,person_2295,público,audiencia
Spanish,RN,model,type,person_2295,modelo,tipo
Italian,RN,brochure,flyer,person_222,brochure,aviatore
Italian,RN,brochure,flyer,person_222,brochure,aviatore
Italian,RN,living,life,person_222,vivente,vita
Italian,RN,relations,relationships,person_222,relazioni,relazioni
Italian,RJ,first,main,person_949,primo,principale
Italian,RN,fees,prices,person_949,tasse,prezzi
Italian,RY,out,up,person_949,su,su
Spanish,RJ,common,average,person_1575,común,promedio
Spanish,RJ,formal,actual,person_1575,formal,real
Spanish,RV,discus,using,person_1575,disco,utilizando
Italian,RN,complaint,displeasure,person_2097,denuncia,dispiacere
Italian,RV,find,see,person_2097,trova,vedere
Italian,RV,have,get,person_2097,avere,ottenere
Italian,RV,would,should,person_2097,voluto,dovrebbero
Italian,RV,showed,presented,person_2097,ha mostrato,presentati
Italian,RJ,good,positive,person_2097,bene,positivo
Italian,RN,applications,appliance,person_2097,applicazioni,apparecchio
Spanish,RV,have,get,person_1429,tener,obtener
Spanish,RV,announced,supposed,person_1429,Anunciado,supuesto
Spanish,RV,spend,have,person_1429,gastar,tener
Spanish,RV,announce,advertised,person_1429,anunciar,anunciado
Spanish,RV,make,do,person_1429,hacer,hacer
Italian,RV,made,gave,person_2685,fatto,ha dato
Italian,RN,spectacle,show,person_2685,spettacolo,mostrare
Italian,RJ,pleased,happy,person_2685,contento,contento
Italian,RV,would,could,person_2685,voluto,poteva
Italian,RV,increases,expands,person_2685,aumenta,espande
Italian,RV,must,can,person_2685,dovere,può
Italian,RV,have,get,person_2685,avere,ottenere
Italian,RV,keep,maintain,person_2685,conservare,mantenere
Italian,RJ,far,distant,person_2685,lontano,lontano
Spanish,RV,said,asked,person_140,dijo,preguntó
Spanish,RJ,nervous,irritable,person_140,nervioso,irritable
Spanish,RV,making,doing,person_140,fabricación,obra
Spanish,RN,point,aspect,person_140,punto,aspecto
Spanish,RV,reaching,had,person_140,alcanzando,tenía
Spanish,RV,loosing,losing,person_140,perdiendo,perdiendo
Greek,RN,cooker,chef,person_1159,κουζίνα,σεφ
Greek,RJ,disappointed,disappointing,person_1159,απογοητευμένος,απογοητευτικός
Greek,RY,faithfully,sincerely,person_1159,πιστά,με εκτιμιση
Greek,RN,improve,development,person_1159,βελτιώσει,ανάπτυξη
Greek,RJ,close,closed,person_1159,Κοντά,κλειστό
Greek,RV,have,ought,person_1159,έχω,πρέπει
Greek,RN,reason,cause,person_1159,λόγος,αιτία
Swedish,RV,told,advertised,person_2493,berättade,annonserade
Swedish,RV,make,join,person_2493,göra,Ansluta sig
Swedish,RN,feature,trait,person_2493,funktion,drag
Spanish,RV,read,said,person_424,leer,dijo
Spanish,RV,participated,performed,person_424,participó,realizado
Spanish,RV,became,received,person_424,convirtió,recibido
Spanish,RN,hour,time,person_424,hora,hora
Spanish,RN,timer,alarm,person_424,minutero,alarma
Spanish,RV,stand,get,person_424,estar,obtener
Spanish,RV,reach,arrive,person_424,alcanzar,llegar
Spanish,RV,loose,lose,person_424,suelto,perder
Catalan,RV,play,perform,person_1149,jugar,realitzar
Catalan,RN,public,audience,person_1149,públic,audiència
Catalan,RV,explain,tell,person_1149,explica,dir
Catalan,RV,kicked,hit,person_1149,puntades,colpejar
Catalan,RV,explain,tell,person_1149,explica,dir
Portuguese,RN,changing,change,person_2695,mudando,mudança
Portuguese,RV,would,could,person_2695,seria,poderia
Portuguese,RN,work,repairs,person_2695,trabalhos,reparos
Portuguese,RN,distractions,leisure,person_2695,distrações,lazer
Portuguese,RV,have,suffer,person_2695,ter,Sofra
Portuguese,RJ,comprehensible,understanding,person_2695,compreensível,compreensão
Portuguese,RJ,polluted,waste,person_2695,poluído,desperdício
Turkish,RJ,disillusioned,disappointed,person_622,hayal kırıklığına,hayal kırıklığına uğramış
Turkish,RV,told,said,person_622,söyledi,dedim
Turkish,RN,schedule,programme,person_622,program,program
Turkish,RJ,exact,full,person_622,kesin,tam
Turkish,RV,went,want,person_622,gitti,istemek
Turkish,RN,solace,consolation,person_622,teselli,teselli
Turkish,RY,Sincerely,faithfully,person_622,İçtenlikle,dürüstçe
Turkish,RV,reach,find,person_622,ulaşmak,bulmak
Turkish,RY,again,too,person_622,tekrar,çok
Turkish,RN,medium,place,person_622,orta,yer
Italian,RV,assured,promised,person_756,assicurato,promesso
Italian,RY,after,afterwards,person_756,dopo,in seguito
Italian,RN,invention,hoax,person_756,invenzione,inganno
Korean,RN,roll,role,person_2093,롤,역할
Korean,RV,say,make,person_2093,말하다,하다
Korean,RV,have,get,person_2093,있다,도망
Korean,RV,blew,wasted,person_2093,불었다,지나간
Korean,RN,cloths,clothes,person_2093,옷,천
Korean,RN,roll,role,person_2093,롤,역할
Korean,RN,cloth,clothes,person_2093,천,천
Japanese,RV,act,appear,person_2044,行為,現れる
Japanese,RV,said,promised,person_2044,前記,約束した
Japanese,RV,acted,appeared,person_2044,行動した,現れた
Japanese,RV,did,were,person_2044,した,だった
Japanese,RV,meet,see,person_2044,会う,見る
Japanese,RY,longer,more,person_2044,より長いです,もっと
Portuguese,RV,said,promised,person_1203,disse,prometido
Chinese (Traditional),RN,term,turn,person_2246,術語,轉
Chinese (Traditional),RN,situation,experience,person_2246,情況,經驗
Chinese (Traditional),RV,said,promised,person_2246,說過,許諾
Chinese (Traditional),RJ,tricky,deceitful,person_2246,狡猾,狡詐
Spanish,RV,found,had,person_2252,encontró,tenía
Spanish,RJ,full,full-price,person_2252,completo,Precio final
Spanish,RV,get,go,person_2252,obtener,ir
Spanish,RN,purpose,intention,person_2252,propósito,intención
Spanish,RV,take,have,person_2252,tomar,tener
Spanish,RY,in,on,person_2252,en,en
Spanish,RJ,big,large,person_2252,grande,grande
Spanish,RN,advance,invention,person_2252,avanzar,invención
French,RN,spectacles,shows,person_1028,lunettes,spectacles
French,RN,spectacle,show,person_1028,spectacle,spectacle
French,RV,mentioned,stated,person_1028,mentionné,déclaré
French,RN,decoration,decor,person_1028,décoration,décor
French,RV,following,doing,person_1028,Suivant,Faire
French,RV,took,had,person_1028,a pris,eu
French,RV,went,waited,person_1028,est allé,attendu
Catalan,RN,characters,actors,person_1969,personatges,actors
Catalan,RV,got,was,person_1969,va aconseguir,era
Catalan,RJ,wrong,inaccurate,person_1969,mal,inexacte
Catalan,RN,class,classroom,person_1969,classe,aula
Catalan,RN,class,classroom,person_1969,classe,aula
Catalan,RN,class,classroom,person_1969,classe,aula
Catalan,RV,forgotten,left,person_1969,oblidat,esquerra
Catalan,RV,got,was,person_1969,va aconseguir,era
Catalan,RN,finding,find,person_1969,trobar,trobar
Catalan,RV,get,make,person_1969,aconseguir,fer
Spanish,RN,exhibitor,producer,person_2723,expositor,productor
Spanish,RV,went,came,person_2723,fuimos,vino
Polish,RV,telling,explaining,person_2131,wymowny,wyjaśniając
Polish,RV,gave,made,person_2131,dał,zrobiony
Polish,RN,proposition,suggestion,person_2131,propozycja,sugestia
Polish,RN,sea,seaside,person_2131,morze,nadmorski
Polish,RN,sea,seaside,person_2131,morze,nadmorski
French,RN,switch,buttons,person_838,commutateur,boutons
French,RV,got,have,person_838,eu,avoir
French,RJ,overland,overseas,person_838,par la route,étranger
German,RV,played,was,person_2441,gespielt,war
Italian,RV,announced,advertised,person_2333,annunciato,pubblicizzato
Italian,RN,scene,stage,person_2333,scena,palcoscenico
Italian,RV,was,started,person_2333,era,iniziato
Italian,RN,chance,options,person_2333,opportunità,opzioni
Italian,RJ,major,main,person_2333,maggiore,principale
Italian,RV,keep,stay,person_2333,conservare,restare
Spanish,RV,announced,published,person_1809,Anunciado,publicado
Spanish,RJ,strongest,main,person_1809,mas fuerte,principal
Spanish,RY,just,only,person_1809,sólo,solamente
Spanish,RN,improvement,advance,person_1809,mejora,avanzar
Portuguese,RV,tell,promises,person_2496,contar,promessas
