c,i,id,l1_c,l1_i,language,type,code,l2_sim_cc_5,l2_sim_cc_10,l2_sim_cc_25,l2_sim_cc_50,l2_sim_cc_75,l2_sim_cc_100,l1_sim_cc_5,l1_sim_cc_10,l1_sim_cc_25,l1_sim_cc_50,l1_sim_cc_75,l1_sim_cc_100,case_id
convenient,comfortable,person_562,convenient,còmode,Catalan,RJ,ca,0.4261372685432434,0.4047643542289734,0.3737157881259918,0.3496473729610443,0.3376157283782959,0.3332090973854065,0.43196582794189453,0.4322890341281891,0.4192633628845215,0.40528011322021484,0.4061559736728668,0.4035336971282959,case_0098
also,besides,person_562,també,més,Catalan,RY,ca,0.34486445784568787,0.31531423330307007,0.3319351077079773,0.3289177715778351,0.3264038860797882,0.32337242364883423,0.46997547149658203,0.4679929316043854,0.4848732352256775,0.4768507182598114,0.4651552438735962,0.46121227741241455,case_0099
tradition,fashion,person_3038,tradició,moda,Catalan,RN,ca,0.22043296694755554,0.19144874811172485,0.1975039839744568,0.18590126931667328,0.18009504675865173,0.17849574983119965,0.3561568558216095,0.32253411412239075,0.3053678274154663,0.29925647377967834,0.2954139709472656,0.2956359088420868,case_0100
dress,dressing,person_3305,vestit,amaniment,Catalan,RN,ca,0.43410658836364746,0.41117140650749207,0.41456466913223267,0.4000445604324341,0.3859842121601105,0.3788983225822449,0.25710323452949524,0.2624777555465698,0.25970572233200073,0.26491913199424744,0.2661694288253784,0.26787424087524414,case_0101
will,must,person_2799,es,ha,Catalan,RV,ca,0.6155092716217041,0.5901577472686768,0.536082923412323,0.4927062392234802,0.47099345922470093,0.45845353603363037,0.43832817673683167,0.49106013774871826,0.49139517545700073,0.4578430652618408,0.42908477783203125,0.4088122248649597,case_0102
walk,walking,person_2799,passeig,senderisme,Catalan,RN,ca,0.6935629844665527,0.6038941740989685,0.5544907450675964,0.5192871689796448,0.4989220201969147,0.49154919385910034,0.30741310119628906,0.2966192364692688,0.2809295058250427,0.2793547511100769,0.2781640887260437,0.27820080518722534,case_0103
get,take,person_3019,aconseguir,prendre,Catalan,RV,ca,0.43259361386299133,0.47128599882125854,0.4622259736061096,0.4083731770515442,0.38793325424194336,0.3799085319042206,0.4957313537597656,0.4782686233520508,0.45859044790267944,0.44816362857818604,0.4464856684207916,0.4588024318218231,case_0104
smaller,minor,person_3019,menor,menor,Catalan,RJ,ca,0.20683865249156952,0.20672118663787842,0.18451696634292603,0.1934019923210144,0.19346243143081665,0.18909496068954468,0.7432739734649658,0.6622640490531921,0.5977741479873657,0.5535441637039185,0.5299177765846252,0.5154917240142822,case_0105
jobs,works,person_3019,feines,obres,Catalan,RN,ca,0.1431783139705658,0.12798018753528595,0.13042303919792175,0.10752424597740173,0.10433785617351532,0.105951689183712,0.42547327280044556,0.40383532643318176,0.40661072731018066,0.41337013244628906,0.4272453188896179,0.4346509575843811,case_0106
jobs,works,person_3019,feines,obres,Catalan,RN,ca,0.1431783139705658,0.12798018753528595,0.13042303919792175,0.10752424597740173,0.10433785617351532,0.105951689183712,0.42547327280044556,0.40383532643318176,0.40661072731018066,0.41337013244628906,0.4272453188896179,0.4346509575843811,case_0107
made,done,person_3019,fet,fet,Catalan,RV,ca,0.28773099184036255,0.2798879146575928,0.26602450013160706,0.27283692359924316,0.26329928636550903,0.2663165330886841,0.6535207033157349,0.6023889780044556,0.5575073957443237,0.5325122475624084,0.5192932486534119,0.5107332468032837,case_0108
ways,meanings,person_3019,maneres,significats,Catalan,RN,ca,0.27287957072257996,0.2670596241950989,0.24721212685108185,0.24022701382637024,0.2304726243019104,0.22181177139282227,0.32524996995925903,0.31282925605773926,0.30830782651901245,0.30613625049591064,0.30352842807769775,0.2996472120285034,case_0109
will,can,person_3019,es,pot,Catalan,RV,ca,0.6513598561286926,0.6332511901855469,0.5650200247764587,0.5293972492218018,0.49862754344940186,0.4802524447441101,0.2586222290992737,0.2159879356622696,0.18318971991539001,0.1583051085472107,0.13817375898361206,0.12754416465759277,case_0110
vicinity,area,person_3019,proximitats,àrea,Catalan,RN,ca,0.4253097176551819,0.4028712213039398,0.39898908138275146,0.37995386123657227,0.37146884202957153,0.36101841926574707,0.28636202216148376,0.2829384505748749,0.2658608555793762,0.24956320226192474,0.23791050910949707,0.23758992552757263,case_0111
throwing,doing,person_3019,llançant,fent,Catalan,RV,ca,0.340471088886261,0.29835832118988037,0.27249330282211304,0.28241729736328125,0.284850537776947,0.2819143831729889,0.45509999990463257,0.42821967601776123,0.4073026180267334,0.40681010484695435,0.405853271484375,0.40996676683425903,case_0112
walk,walking,person_3019,passeig,senderisme,Catalan,RN,ca,0.6935629844665527,0.6038941740989685,0.5544907450675964,0.5192871689796448,0.4989220201969147,0.49154919385910034,0.30741310119628906,0.2966192364692688,0.2809295058250427,0.2793547511100769,0.2781640887260437,0.27820080518722534,case_0113
gets,is,person_3240,aconsegueix,és,Catalan,RV,ca,0.24875935912132263,0.24838393926620483,0.24517785012722015,0.22960853576660156,0.22087448835372925,0.21516266465187073,0.07018795609474182,0.05620179325342178,0.034846965223550797,0.022084373980760574,0.014395059086382389,0.011615052819252014,case_0114
homes,houses,person_3240,cases,cases,Catalan,RN,ca,0.6671315431594849,0.6051273941993713,0.5415014624595642,0.5189425945281982,0.5086675882339478,0.4957389533519745,0.7219740748405457,0.6748234033584595,0.6323425769805908,0.6059027910232544,0.5904452204704285,0.5793285965919495,case_0115
tour,visit,person_2799,tour,visita,Catalan,RN,ca,0.35910290479660034,0.3438814580440521,0.3317318558692932,0.2966234087944031,0.27685344219207764,0.27253779768943787,0.3271685838699341,0.30424174666404724,0.30136802792549133,0.284457266330719,0.2815302014350891,0.27296698093414307,case_0116
wander,wonder,person_2799,vagar,pregunto,Catalan,RV,ca,0.2664676904678345,0.24843621253967285,0.22868025302886963,0.22001926600933075,0.2105521857738495,0.20653291046619415,0.2375255823135376,0.23476563394069672,0.24137678742408752,0.22496381402015686,0.22316640615463257,0.2216087281703949,case_0117
times,periods,person_2799,vegades,períodes,Catalan,RN,ca,0.3457925319671631,0.32746651768684387,0.3012455105781555,0.29083776473999023,0.28504031896591187,0.27848294377326965,0.31199514865875244,0.3160454034805298,0.3066115975379944,0.30934521555900574,0.31260427832603455,0.317574679851532,case_0118
large,big,person_2799,gran,gran,Catalan,RJ,ca,0.5923492908477783,0.5541363954544067,0.5427341461181641,0.4988848567008972,0.47623175382614136,0.468063622713089,0.7954488396644592,0.7394664287567139,0.6819009184837341,0.6411243677139282,0.6220284104347229,0.6087800860404968,case_0119
will,can,person_2799,es,pot,Catalan,RV,ca,0.6513598561286926,0.6332511901855469,0.5650200247764587,0.5293972492218018,0.49862754344940186,0.4802524447441101,0.2586222290992737,0.2159879356622696,0.18318971991539001,0.1583051085472107,0.13817375898361206,0.12754416465759277,case_0120
could,would,person_562,podria,vols,Catalan,RV,ca,0.7784546613693237,0.6931021809577942,0.6290518045425415,0.6093465089797974,0.5956603288650513,0.5844718217849731,0.35694319009780884,0.3595772981643677,0.33953073620796204,0.34020185470581055,0.33859530091285706,0.3345327377319336,case_0121
is,has,person_562,és,ha,Catalan,RV,ca,0.32511937618255615,0.2968980669975281,0.293484628200531,0.27979016304016113,0.2790907621383667,0.2785833477973938,0.5372908115386963,0.5256497263908386,0.5271399021148682,0.48337310552597046,0.4668574333190918,0.4489334225654602,case_0122
companions,partners,person_2667,companys,socis,Catalan,RN,ca,0.2589578628540039,0.2281462401151657,0.23011162877082825,0.2212820202112198,0.2163720726966858,0.21270301938056946,0.4804834723472595,0.4498217701911926,0.4291588068008423,0.42894232273101807,0.42698195576667786,0.4243047833442688,case_0123
help,helping,person_2667,ajuda,ajudar,Catalan,RN,ca,0.6809103488922119,0.6008634567260742,0.4734728932380676,0.43353182077407837,0.419234037399292,0.40353924036026,0.6469547748565674,0.5942810773849487,0.5981458425521851,0.5794532895088196,0.5586652755737305,0.5413236021995544,case_0124
waiting,writing,person_1000,espera,escriure,Catalan,RV,ca,0.1569792628288269,0.17015862464904785,0.1510508954524994,0.1420585811138153,0.13367882370948792,0.13170915842056274,0.25746986269950867,0.24145609140396118,0.2243204414844513,0.2250734567642212,0.2324625700712204,0.23689833283424377,case_0125
forget,leave,person_2066,oblidar,deixar,Catalan,RV,ca,0.320245623588562,0.35580816864967346,0.31870782375335693,0.3113343119621277,0.3061986267566681,0.2953196167945862,0.4930766522884369,0.47714102268218994,0.465507447719574,0.46902191638946533,0.46192651987075806,0.46593111753463745,case_0126
trips,journeys,person_439,viatges,viatges,Catalan,RN,ca,0.4667881727218628,0.44824641942977905,0.4253937005996704,0.3888668715953827,0.39141786098480225,0.37753331661224365,0.7648929357528687,0.7145413160324097,0.6515993475914001,0.6108278036117554,0.5897640585899353,0.5744749903678894,case_0127
can,do,person_439,pot,fer,Catalan,RV,ca,0.5255879163742065,0.5137521624565125,0.49361759424209595,0.4720107913017273,0.45178917050361633,0.44162923097610474,0.5027919411659241,0.4745130240917206,0.4632054567337036,0.4509117603302002,0.4461844563484192,0.4399089217185974,case_0128
argument,discussion,person_439,argument,discussió,Catalan,RN,ca,0.4241892695426941,0.40969881415367126,0.38860374689102173,0.3683980107307434,0.355108380317688,0.35476624965667725,0.22970065474510193,0.22682681679725647,0.21570515632629395,0.20855991542339325,0.20696237683296204,0.20852267742156982,case_0129
guy,fella,person_2470,xicot,noi,Catalan,RN,ca,0.679311990737915,0.6234778165817261,0.5480514168739319,0.5106264352798462,0.4910471737384796,0.48147034645080566,0.574379563331604,0.5472936630249023,0.5039651393890381,0.47978276014328003,0.46442562341690063,0.4496622085571289,case_0130
went,came,person_2470,anava,venia,Catalan,RV,ca,0.7321411371231079,0.6577076315879822,0.6109225749969482,0.5761339664459229,0.551633358001709,0.5327784419059753,0.7575914859771729,0.7130489349365234,0.6572563648223877,0.6286050081253052,0.6171746253967285,0.6049675941467285,case_0131
ticket,entrance,person_2470,bitllet,entrada,Catalan,RN,ca,0.24874341487884521,0.2301422506570816,0.2082291543483734,0.18909379839897156,0.18839114904403687,0.18823027610778809,0.2203877717256546,0.20970812439918518,0.21156856417655945,0.21716293692588806,0.2221601903438568,0.22362688183784485,case_0132
say,tell,person_2470,dir,dir,Catalan,RV,ca,0.6465024948120117,0.5864979028701782,0.5321345329284668,0.49925416707992554,0.48385900259017944,0.47163161635398865,0.7525657415390015,0.7083917856216431,0.6674731373786926,0.6437463164329529,0.6309816241264343,0.6220219731330872,case_0133
is,arrive,person_823,és,arribar,Catalan,RV,ca,0.1386297047138214,0.12735281884670258,0.12325780093669891,0.11587889492511749,0.11279220879077911,0.10734248161315918,0.040122419595718384,0.031731799244880676,0.04612387716770172,0.030626516789197922,0.024750977754592896,0.01858958601951599,case_0134
assistant,assistance,person_823,assistent,assistència,Catalan,RN,ca,0.25946003198623657,0.22619181871414185,0.2383890002965927,0.2194279432296753,0.20814955234527588,0.20059680938720703,0.4679831266403198,0.4478612542152405,0.43515628576278687,0.42563512921333313,0.4050459861755371,0.3925144374370575,case_0135
sincerely,faithfully,person_823,sincerament,fidelment,Catalan,RY,ca,0.34077179431915283,0.32544708251953125,0.3217964768409729,0.2979416847229004,0.2894834578037262,0.2768603563308716,0.2751428782939911,0.27590692043304443,0.28954094648361206,0.2899819612503052,0.2891799211502075,0.28911322355270386,case_0136
campsites,camps,person_823,càmpings,campaments,Catalan,RN,ca,0.3907798230648041,0.3682957887649536,0.33904188871383667,0.3409990668296814,0.3199729919433594,0.3184952139854431,0.3699444532394409,0.3392671048641205,0.33540454506874084,0.3321400284767151,0.32819533348083496,0.3193274438381195,case_0137
stop,leave,person_884,aturar,deixar,Catalan,RV,ca,0.3084002137184143,0.2867045998573303,0.26213017106056213,0.2712970972061157,0.2746555209159851,0.27825233340263367,0.45724132657051086,0.46023279428482056,0.45035409927368164,0.45093655586242676,0.44971320033073425,0.44803130626678467,case_0138
looking,waiting,person_884,mirant,espera,Catalan,RV,ca,0.3574908375740051,0.3373270630836487,0.3090245723724365,0.30348336696624756,0.2867039144039154,0.28876131772994995,0.3623332977294922,0.341775506734848,0.3323218822479248,0.3285248875617981,0.32412850856781006,0.3259911835193634,case_0139
prize,price,person_884,premi,preu,Catalan,RN,ca,0.18224802613258362,0.18022014200687408,0.16955360770225525,0.16104277968406677,0.15076594054698944,0.14180898666381836,0.251476913690567,0.2586205005645752,0.24413782358169556,0.23646053671836853,0.22353634238243103,0.21636143326759338,case_0140
have,make,person_471,han,fer,Catalan,RV,ca,0.24819259345531464,0.28129416704177856,0.3000525236129761,0.3073427379131317,0.3078686594963074,0.29945409297943115,0.36720240116119385,0.3494250774383545,0.3544606864452362,0.3408214747905731,0.33740395307540894,0.33195960521698,case_0141
include,introduce,person_1823,inclouen,introduir,Catalan,RV,ca,0.2921990752220154,0.2604277729988098,0.24812988936901093,0.23777204751968384,0.22716191411018372,0.22768129408359528,0.3658452033996582,0.375325471162796,0.3867437541484833,0.3888402581214905,0.3782510757446289,0.3799155056476593,case_0142
find,search,person_1687,trobar,cerca,Catalan,RV,ca,0.4617542326450348,0.4073985815048218,0.34930431842803955,0.3293357491493225,0.31714528799057007,0.30435407161712646,0.5288275480270386,0.460835725069046,0.46653103828430176,0.452703595161438,0.43723082542419434,0.4360548257827759,case_0143
facts,topics,person_1823,fets,temes,Catalan,RN,ca,0.2570464015007019,0.25144901871681213,0.24171876907348633,0.2310093492269516,0.2200649231672287,0.21206551790237427,0.4361690580844879,0.4215593934059143,0.4186137914657593,0.43147236108779907,0.4333285093307495,0.43528521060943604,case_0144
attend,join,person_1823,assistir,unir,Catalan,RV,ca,0.3552844524383545,0.3501555323600769,0.3414926528930664,0.33100348711013794,0.31469613313674927,0.31367194652557373,0.400326132774353,0.4030510187149048,0.37881752848625183,0.36506688594818115,0.3744281232357025,0.38088226318359375,case_0145
shower,rain,person_2667,dutxa,pluja,Catalan,RN,ca,0.35247257351875305,0.32307571172714233,0.3097069263458252,0.2834564447402954,0.2660258412361145,0.25126588344573975,0.3278188109397888,0.3257000148296356,0.305289089679718,0.2877654433250427,0.2739870250225067,0.26645004749298096,case_0146
face,wall,person_2667,cara,paret,Catalan,RN,ca,0.250063955783844,0.2326980084180832,0.22164516150951385,0.20516088604927063,0.19564954936504364,0.18396520614624023,0.4113990068435669,0.41831642389297485,0.38696932792663574,0.3650924563407898,0.358587384223938,0.3571791648864746,case_0147
sincerely,faithfully,person_2667,sincerament,fidelment,Catalan,RY,ca,0.34077179431915283,0.32544708251953125,0.3217964768409729,0.2979416847229004,0.2894834578037262,0.2768603563308716,0.2751428782939911,0.27590692043304443,0.28954094648361206,0.2899819612503052,0.2891799211502075,0.28911322355270386,case_0148
begin,became,person_2667,començar,esdevingué,Catalan,RV,ca,0.23211948573589325,0.22623051702976227,0.2132309228181839,0.20296317338943481,0.19881972670555115,0.19928142428398132,0.28576067090034485,0.2992277145385742,0.29860585927963257,0.3027305006980896,0.3035787343978882,0.30548399686813354,case_0149
also,besides,person_2667,també,més,Catalan,RY,ca,0.34486445784568787,0.31531423330307007,0.3319351077079773,0.3289177715778351,0.3264038860797882,0.32337242364883423,0.46997547149658203,0.4679929316043854,0.4848732352256775,0.4768507182598114,0.4651552438735962,0.46121227741241455,case_0150
see,know,person_2667,veure,saber,Catalan,RV,ca,0.6210205554962158,0.5691430568695068,0.534419059753418,0.4976871609687805,0.4785073399543762,0.4648357331752777,0.5733609199523926,0.568507194519043,0.5662304162979126,0.5483819246292114,0.5445733666419983,0.5390862226486206,case_0151
organised,done,person_2667,organitzat,fet,Catalan,RV,ca,0.2118625044822693,0.1967991292476654,0.17240466177463531,0.17726103961467743,0.17662566900253296,0.17551174759864807,0.3215317726135254,0.3161691427230835,0.3356807827949524,0.327327162027359,0.32597923278808594,0.33137714862823486,case_0152
