c,i,id,l1_c,l1_i,language,type,code,english_overlap
sore,sour,person_1816,boğaz,ekşi,Turkish,RJ,tr,0.22356150589271842
idea,application,person_1816,fikir,uygulama,Turkish,RN,tr,0.15704101466476159
reasonably,nice,person_1816,makul,güzel,Turkish,RY,tr,0.3684959563221004
holding,making,person_1816,holding,yapma,Turkish,RV,tr,0.26867952526430827
arts,art,person_1816,sanat,sanat,Turkish,RN,tr,0.5040238108027512
understand,get,person_1816,anlamak,almak,Turkish,RV,tr,0.3393127542946002
full,complete,person_1198,tam,komple,Turkish,RJ,tr,0.4375908938844666
price,money,person_1198,fiyat,para,Turkish,RN,tr,0.22212695237856223
small,close,person_1198,küçük,yakın,Turkish,RJ,tr,0.1800592723223768
next,however,person_1198,ileri,ancak,Turkish,RY,tr,0.19256038556860325
miserable,unhappy,person_1198,sefil,mutsuz,Turkish,RJ,tr,0.4571447135640667
thing,memory,person_1198,şey,bellek,Turkish,RN,tr,0.15215184424986566
gauge,checker,person_1198,ölçer,denetleyicisi,Turkish,RN,tr,0.15713700166703046
make,take,person_1198,yapmak,götür,Turkish,RV,tr,0.3472832521144307
star,play,person_1359,yıldız,oynamak,Turkish,RV,tr,0.10229017583214377
starred,played,person_1359,oynadı,oynadı,Turkish,RV,tr,0.2961360461568737
had,saw,person_1359,vardı,gördüm,Turkish,RV,tr,0.5052329818185656
paid,gave,person_1359,ödenen,verdi,Turkish,RV,tr,0.252532388475969
mistake,fault,person_1359,hata,hatam,Turkish,RN,tr,0.34509387771471445
mistake,fault,person_1359,hata,hatam,Turkish,RN,tr,0.34509387771471445
tell,gave,person_1359,söyle,verdi,Turkish,RV,tr,0.3137391880209198
advertised,written,person_2241,reklamı,yazılı,Turkish,RV,tr,0.1561232121343355
pay,play,person_2241,ödeme,oynamak,Turkish,RV,tr,0.14107568265771314
go,wear,person_2241,gitmek,giymek,Turkish,RV,tr,0.16508231228410866
supposed,said,person_2519,zannetmek,dedi,Turkish,RV,tr,0.16679609058118408
apology,excuse,person_2519,özür,bahane,Turkish,RN,tr,0.3772565153202435
play,have,person_2519,oynamak,var,Turkish,RV,tr,0.18205670457252737
have,be,person_2242,var,olmak,Turkish,RV,tr,0.44710093795198513
said,written,person_2242,dedi,yazılı,Turkish,RV,tr,0.10036066047612444
works,progress,person_2242,eser,ilerleme,Turkish,RN,tr,0.191888156910375
invention,production,person_2242,buluş,üretim,Turkish,RN,tr,0.10917161962052437
people,pupil,person_2242,insanlar,öğrenci,Turkish,RN,tr,0.08021174820956402
area,subject,person_2242,alan,konu,Turkish,RN,tr,0.14931269810407402
see,watch,person_2518,görmek,izle,Turkish,RV,tr,0.3403989138110711
said,told,person_622,dedi,söyledi,Turkish,RV,tr,0.47004245648758336
programme,schedule,person_622,programı,zamanlama,Turkish,RN,tr,0.20730748114953373
full,exact,person_622,tam,tam,Turkish,RJ,tr,0.18207446549128298
want,went,person_622,istediği,gitti,Turkish,RV,tr,0.22958023344016548
consolation,solace,person_622,teselli,teselli,Turkish,RN,tr,0.5012145686151026
find,reach,person_622,bul,ulaşmak,Turkish,RV,tr,0.2731715034184603
too,again,person_622,çok,tekrar,Turkish,RY,tr,0.21363671726649563
place,medium,person_622,yer,orta,Turkish,RN,tr,0.07498608649748247
said,written,person_594,dedi,yazılı,Turkish,RV,tr,0.10036066047612444
said,written,person_594,dedi,yazılı,Turkish,RV,tr,0.10036066047612444
said,written,person_594,dedi,yazılı,Turkish,RV,tr,0.10036066047612444
could,would,person_1307,olabilir,cekti,Turkish,RV,tr,0.6650887562282077
apology,excuse,person_1307,özür,bahane,Turkish,RN,tr,0.3772565153202435
waste,loss,person_1307,atık,kaybı,Turkish,RN,tr,0.15246106161378614
truth,reality,person_1307,gerçek,gerçek,Turkish,RN,tr,0.37509120512695027
keep,take,person_1307,tutmak,götür,Turkish,RV,tr,0.22324941012733557
tell,say,person_1307,söyle,söyle,Turkish,RV,tr,0.5707501672534092
truth,reality,person_1307,gerçek,gerçek,Turkish,RN,tr,0.37509120512695027
truth,reality,person_1307,gerçek,gerçek,Turkish,RN,tr,0.37509120512695027
tell,say,person_1307,söyle,söyle,Turkish,RV,tr,0.5707501672534092
truth,reality,person_1307,gerçek,gerçek,Turkish,RN,tr,0.37509120512695027
musical,play,person_2231,müzikal,oyunu,Turkish,RN,tr,0.2517500694596637
see,watch,person_2231,görmek,izle,Turkish,RV,tr,0.3403989138110711
experience,situation,person_2231,deneyim,durum,Turkish,RN,tr,0.23009472833773947
toys,plays,person_2231,oyuncak,çalış,Turkish,RN,tr,0.17083130842270378
let,make,person_287,izin,yapmak,Turkish,RV,tr,0.3744327559601076
should,would,person_287,gerekir,cekti,Turkish,RV,tr,0.6300398185358216
said,wrote,person_287,dedi,yazdı,Turkish,RV,tr,0.29941437520810854
peace,piece,person_287,barış,parça,Turkish,RN,tr,0.09882755658728323
peace,piece,person_287,barış,parça,Turkish,RN,tr,0.09882755658728323
benefit,fortune,person_287,yarar,servet,Turkish,RN,tr,0.19019673112620528
let,want,person_2192,izin,istediği,Turkish,RV,tr,0.5535098338577609
appears,plays,person_2192,görünür,oynar,Turkish,RV,tr,0.18191210337026892
hoped,wished,person_2192,umduğunu,dile,Turkish,RV,tr,0.6072129620750621
problem,mistake,person_2192,sorun,hata,Turkish,RN,tr,0.3350114087359717
told,said,person_2192,söyledi,dedi,Turkish,RV,tr,0.47004245648758336
appear,play,person_2192,görünür,oynamak,Turkish,RV,tr,0.1511599416601747
went,came,person_2192,gitti,geldi,Turkish,RV,tr,0.6422990214311866
closed,close,person_2192,kapalı,yakın,Turkish,RJ,tr,0.2623544938379053
very,too,person_2192,çok,çok,Turkish,RY,tr,0.5375393488205544
get,use,person_2192,almak,kullanın,Turkish,RV,tr,0.2881811844374202
email,mail,person_2192,email,posta,Turkish,RN,tr,0.4570162020170262
old,past,person_2192,eski,geçmiş,Turkish,RJ,tr,0.22045872394124974
letter,mail,person_2192,mektup,posta,Turkish,RN,tr,0.34327840146373695
paid,given,person_2160,ödenen,verilen,Turkish,RV,tr,0.25758866003527076
burn,fire,person_2160,yakmak,kov,Turkish,RV,tr,0.45144722312409374
area,section,person_2160,alan,bölüm,Turkish,RN,tr,0.21499912819393424
late,later,person_2202,gecikti,sonra,Turkish,RY,tr,0.3287717812575386
not,no,person_2202,değil,hayır,Turkish,RY,tr,0.3391300655324071
is,passes,person_2202,-dir,geçirir,Turkish,RV,tr,0.1298214656694783
exhausting,exhausted,person_2202,yorucu,yoruldum,Turkish,RJ,tr,0.5197799674193737
untrue,false,person_2189,yanlış,false,Turkish,RJ,tr,0.5626990407159111
say,mention,person_2189,söyle,söz,Turkish,RV,tr,0.36046373277900434
invention,discovering,person_2189,buluş,keşfetmek,Turkish,RN,tr,0.1312985678619314
research,researching,person_2189,araştırma,araştırma,Turkish,RN,tr,0.4009227707535983
get,go,person_2189,almak,gitmek,Turkish,RV,tr,0.3920601421175638
study,research,person_2189,çalışmak,araştırma,Turkish,RV,tr,0.4549004839172581
planet,plant,person_2189,gezegen,bitki,Turkish,RN,tr,0.1623356991981827
audience,viewers,person_515,seyirci,izleyici,Turkish,RN,tr,0.4722174308965199
would,do,person_515,cekti,yapmak,Turkish,RV,tr,0.48112821388539023
hesitation,problems,person_515,tereddüt,sorun,Turkish,RN,tr,0.25750356705357114
principal,main,person_515,asıl,ana,Turkish,RJ,tr,0.2610952185600073
friendship,friend,person_515,dostluk,arkadaşı,Turkish,RN,tr,0.32725488807006115
lastly,last,person_1026,son,son,Turkish,RY,tr,0.18332842548524336
up,next,person_1026,yukarı,ileri,Turkish,RY,tr,0.21707043281493335
shouldn't,couldn't,person_1026,olmamalı,edeme,Turkish,RV,tr,0.843192253981216
asked,offered,person_1026,sordu,sunulan,Turkish,RV,tr,0.31239178327298867
told,talk,person_1026,söyledi,konuşma,Turkish,RV,tr,0.25297727749402776
see,watch,person_1806,görmek,izle,Turkish,RV,tr,0.3403989138110711
paid,given,person_1806,ödenen,verilen,Turkish,RV,tr,0.25758866003527076
said,written,person_1806,dedi,yazılı,Turkish,RV,tr,0.10036066047612444
give,accept,person_1806,vermek,kabul,Turkish,RV,tr,0.2920166492635249
late,later,person_1806,gecikti,sonra,Turkish,RY,tr,0.3287717812575386
advertised,written,person_1806,reklamı,yazılı,Turkish,RV,tr,0.1561232121343355
notice,understand,person_1806,fark,anlamak,Turkish,RV,tr,0.247608423883812
product,production,person_979,ürün,üretim,Turkish,RN,tr,0.29416885570998136
made,did,person_1155,yapılan,yaptı,Turkish,RV,tr,0.290549075744307
say,tell,person_1155,söyle,söyle,Turkish,RV,tr,0.5707501672534092
say,tell,person_1155,söyle,söyle,Turkish,RV,tr,0.5707501672534092
safe,secure,person_2485,güvenli,güvenli,Turkish,RJ,tr,0.46169236969653116
is,does,person_2485,-dir,yapar,Turkish,RV,tr,0.33993996935780796
closed,close,person_2485,kapalı,yakın,Turkish,RJ,tr,0.2623544938379053
likes,prefer,person_2255,seviyor,tercih,Turkish,RV,tr,0.3107922492752264
have,find,person_2255,var,bul,Turkish,RV,tr,0.33641117365416173
would,should,person_2484,cekti,gerekir,Turkish,RV,tr,0.6300398185358216
tell,write,person_2484,söyle,yazmak,Turkish,RV,tr,0.34096745683364527
bring,have,person_2484,getirmek,var,Turkish,RV,tr,0.28070317092836783
move,walk,person_2484,taşımak,yürümek,Turkish,RV,tr,0.18962645172282927
drive,driver,person_2484,sürücü,sürücü,Turkish,RN,tr,0.2886797478962575
stayed,been,person_958,kaldı,olmuş,Turkish,RV,tr,0.3059723852433807
choice,possibility,person_958,seçim,olasılık,Turkish,RN,tr,0.2615759632828277
shop,market,person_958,dükkanı,piyasa,Turkish,RN,tr,0.24994601356306456
use,spend,person_958,kullanın,harcamak,Turkish,RV,tr,0.20549951671464575
okay,fine,person_2643,iyi,iyi,Turkish,RJ,tr,0.4315201430428536
made,met,person_2643,yapılan,tanış,Turkish,RV,tr,0.21416598510839271
stuff,staff,person_2643,malzeme,personel,Turkish,RN,tr,0.07474300934776673
only,just,person_1462,sadece,sadece,Turkish,RY,tr,0.523938030199832
reply,apply,person_244,yanıtla,uygulamak,Turkish,RV,tr,0.11453136915577253
organisation,arrangement,person_244,örgütü,aranjman,Turkish,RN,tr,0.16240604505597722
requests,demands,person_244,istek,talep,Turkish,RN,tr,0.3066136784652563
arrange,do,person_244,düzenlemek,yapmak,Turkish,RV,tr,0.21964173742444404
prize,price,person_1301,ödül,fiyat,Turkish,RN,tr,0.16919142515815622
had,should,person_1301,vardı,gerekir,Turkish,RV,tr,0.38038489342219656
sleeping,staying,person_2030,uyku,kalı,Turkish,RV,tr,0.30290527689361235
said,written,person_2030,dedi,yazılı,Turkish,RV,tr,0.10036066047612444
ought,have,person_2030,gerektiğini,var,Turkish,RV,tr,0.3967439987474405
go,do,person_2030,gitmek,yapmak,Turkish,RV,tr,0.539136677207568
month,moth,person_723,ay,güve,Turkish,RN,tr,0.029289678957818623
camping,tent,person_1911,kamp,çadır,Turkish,RN,tr,0.4841909333985944
has,is,person_1911,vardır,-dir,Turkish,RV,tr,0.2942935593008687
delighted,delightful,person_2228,memnun,keyifli,Turkish,RJ,tr,0.3780555554653048
pleased,grateful,person_2770,memnun,minnettar,Turkish,RJ,tr,0.4833131270638115
trouble,pain,person_2770,bela,ağrı,Turkish,RN,tr,0.2670777666425497
got,go,person_2770,var,gitmek,Turkish,RV,tr,0.28615368170165995
stay,say,person_728,kal,söyle,Turkish,RV,tr,0.1800545448183962
asked,said,person_728,sordu,dedi,Turkish,RV,tr,0.37674803818851343
ears,eyes,person_728,kulak,göz,Turkish,RN,tr,0.4136763829196707
have,be,person_661,var,olmak,Turkish,RV,tr,0.44710093795198513
piece,peace,person_661,parça,barış,Turkish,RN,tr,0.09882755658728323
is,matters,person_925,-dir,önemli,Turkish,RV,tr,0.22809319659004784
avoid,resist,person_925,kaçının,direne,Turkish,RV,tr,0.26697912112069616
way,solution,person_925,yolu,çözüm,Turkish,RN,tr,0.2543344342917139
times,hours,person_925,kez,saat,Turkish,RN,tr,0.36208830442501516
take,bring,person_925,götür,getirmek,Turkish,RV,tr,0.3767094029229452
need,is,person_919,ihtiyacı,-dir,Turkish,RV,tr,0.23111018979014503
choose,apply,person_702,seçin,uygulamak,Turkish,RV,tr,0.23386027927192649
also,however,person_702,ayrıca,ancak,Turkish,RY,tr,0.444463129439713
fairly,enough,person_702,oldukça,yeterli,Turkish,RY,tr,0.2911007532438861
possible,appropriate,person_702,mümkün,uygun,Turkish,RJ,tr,0.284187065813628
helping,making,person_702,yardım,yapma,Turkish,RV,tr,0.3498446690497076
do,have,person_1190,yapmak,var,Turkish,RV,tr,0.385893082855613
especially,specially,person_1190,özellikle,özel,Turkish,RY,tr,0.33052717780937146
starting,staring,person_1190,başlangıç,bakı,Turkish,RV,tr,0.14699507134117623
opportunity,chance,person_1190,fırsat,şans,Turkish,RN,tr,0.524722525261798
would,could,person_1190,cekti,olabilir,Turkish,RV,tr,0.6650887562282077
get,be,person_1190,almak,olmak,Turkish,RV,tr,0.3814394076051616
