c,i,id,l1_c,l1_i,language,type,code
say,tell,person_1155,söyle,söyle,Turkish,RV,tr
safe,secure,person_2485,güvenli,güvenli,Turkish,RJ,tr
is,does,person_2485,-dir,yapar,Turkish,RV,tr
closed,close,person_2485,kapalı,yakın,Turkish,RJ,tr
likes,prefer,person_2255,seviyor,tercih,Turkish,RV,tr
have,find,person_2255,var,bul,Turkish,RV,tr
would,should,person_2484,cekti,gerekir,Turkish,RV,tr
tell,write,person_2484,söyle,yazmak,Turkish,RV,tr
bring,have,person_2484,getirmek,var,Turkish,RV,tr
move,walk,person_2484,taşımak,yürümek,Turkish,RV,tr
drive,driver,person_2484,sürücü,sürücü,Turkish,RN,tr
stayed,been,person_958,kaldı,olmuş,Turkish,RV,tr
choice,possibility,person_958,seçim,olasılık,Turkish,RN,tr
shop,market,person_958,dükkanı,piyasa,Turkish,RN,tr
use,spend,person_958,kullanın,harcamak,Turkish,RV,tr
okay,fine,person_2643,iyi,iyi,Turkish,RJ,tr
made,met,person_2643,yapılan,tanış,Turkish,RV,tr
stuff,staff,person_2643,malzeme,personel,Turkish,RN,tr
only,just,person_1462,sadece,sadece,Turkish,RY,tr
reply,apply,person_244,yanıtla,uygulamak,Turkish,RV,tr
organisation,arrangement,person_244,örgütü,aranjman,Turkish,RN,tr
requests,demands,person_244,istek,talep,Turkish,RN,tr
arrange,do,person_244,düzenlemek,yapmak,Turkish,RV,tr
prize,price,person_1301,ödül,fiyat,Turkish,RN,tr
had,should,person_1301,vardı,gerekir,Turkish,RV,tr
sleeping,staying,person_2030,uyku,kalı,Turkish,RV,tr
said,written,person_2030,dedi,yazılı,Turkish,RV,tr
ought,have,person_2030,gerektiğini,var,Turkish,RV,tr
go,do,person_2030,gitmek,yapmak,Turkish,RV,tr
month,moth,person_723,ay,güve,Turkish,RN,tr
camping,tent,person_1911,kamp,çadır,Turkish,RN,tr
has,is,person_1911,vardır,-dir,Turkish,RV,tr
delighted,delightful,person_2228,memnun,keyifli,Turkish,RJ,tr
pleased,grateful,person_2770,memnun,minnettar,Turkish,RJ,tr
trouble,pain,person_2770,bela,ağrı,Turkish,RN,tr
got,go,person_2770,var,gitmek,Turkish,RV,tr
stay,say,person_728,kal,söyle,Turkish,RV,tr
asked,said,person_728,sordu,dedi,Turkish,RV,tr
ears,eyes,person_728,kulak,göz,Turkish,RN,tr
have,be,person_661,var,olmak,Turkish,RV,tr
piece,peace,person_661,parça,barış,Turkish,RN,tr
is,matters,person_925,-dir,önemli,Turkish,RV,tr
avoid,resist,person_925,kaçının,direne,Turkish,RV,tr
way,solution,person_925,yolu,çözüm,Turkish,RN,tr
times,hours,person_925,kez,saat,Turkish,RN,tr
take,bring,person_925,götür,getirmek,Turkish,RV,tr
need,is,person_919,ihtiyacı,-dir,Turkish,RV,tr
choose,apply,person_702,seçin,uygulamak,Turkish,RV,tr
Also,However,person_702,ayrıca,ancak,Turkish,RY,tr
fairly,enough,person_702,oldukça,yeterli,Turkish,RY,tr
possible,appropriate,person_702,mümkün,uygun,Turkish,RJ,tr
helping,making,person_702,yardım,yapma,Turkish,RV,tr
do,have,person_1190,yapmak,var,Turkish,RV,tr
especially,specially,person_1190,özellikle,özel,Turkish,RY,tr
starting,staring,person_1190,başlangıç,bakı,Turkish,RV,tr
opportunity,chance,person_1190,fırsat,şans,Turkish,RN,tr
would,could,person_1190,cekti,olabilir,Turkish,RV,tr
get,be,person_1190,almak,olmak,Turkish,RV,tr
hear,learn,person_1190,duya,öğrenmek,Turkish,RV,tr
attend,join,person_1637,katılmak,katılın,Turkish,RV,tr
know,learn,person_1637,biliyor,öğrenmek,Turkish,RV,tr
grateful,pleased,person_1637,minnettar,memnun,Turkish,RJ,tr
catalogue,book,person_1637,katalog,kitap,Turkish,RN,tr
shopping,shops,person_1637,alışveriş,dükkan,Turkish,RN,tr
space,place,person_166,uzay,yer,Turkish,RN,tr
idea,clue,person_166,fikir,ipucu,Turkish,RN,tr
have,give,person_166,var,vermek,Turkish,RV,tr
seriously,properly,person_166,cidden,düzgün,Turkish,RY,tr
has,is,person_166,vardır,-dir,Turkish,RV,tr
swimming,swim,person_1022,yüzme,yüzüşü,Turkish,RN,tr
going,doing,person_1022,gidiyor,yapı,Turkish,RV,tr
also,again,person_1022,ayrıca,tekrar,Turkish,RY,tr
sit,seat,person_1022,oturup,koltuk,Turkish,RV,tr
flying,flight,person_3011,uçan,uçuş,Turkish,RN,tr
world,life,person_3011,dünya,hayat,Turkish,RN,tr
have,know,person_547,var,biliyor,Turkish,RV,tr
time,timer,person_547,zaman,zamanlayıcı,Turkish,RN,tr
excellent,good,person_547,mükemmel,iyi,Turkish,RJ,tr
was,stayed,person_547,oldu,kaldı,Turkish,RV,tr
retain,remain,person_1415,korumak,kalır,Turkish,RV,tr
trip,journey,person_2130,gezi,yolculuk,Turkish,RN,tr
were,enjoyed,person_2130,edildi,zevk,Turkish,RV,tr
great,big,person_2130,büyük,büyük,Turkish,RJ,tr
know,learn,person_2130,biliyor,öğrenmek,Turkish,RV,tr
know,learn,person_2130,biliyor,öğrenmek,Turkish,RV,tr
advances,improvements,person_2680,ilerler,gelişmeler,Turkish,RN,tr
allow,help,person_2680,izin,yardımcı,Turkish,RV,tr
request,requirement,person_2680,istek,gereksinim,Turkish,RN,tr
aims,subject,person_2680,amaçları,konu,Turkish,RN,tr
chance,change,person_451,şans,değişiklik,Turkish,RN,tr
going,riding,person_451,gidiyor,sürme,Turkish,RV,tr
determined,ambitious,person_451,belirlenen,iddialı,Turkish,RJ,tr
actors,players,person_451,aktör,oyuncu,Turkish,RN,tr
telling,saying,person_451,anlatı,söylüyor,Turkish,RV,tr
would,could,person_451,cekti,olabilir,Turkish,RV,tr
imagine,think,person_2546,hayal,düşünü,Turkish,RV,tr
simply,only,person_2546,basitçe,sadece,Turkish,RY,tr
get,take,person_2546,almak,götür,Turkish,RV,tr
trip,date,person_909,gezi,tarih,Turkish,RN,tr
would,could,person_909,cekti,olabilir,Turkish,RV,tr
inaccurate,unreal,person_909,yanlış,gerçekdışı,Turkish,RJ,tr
reports,news,person_909,rapor,haber,Turkish,RN,tr
get,have,person_909,almak,var,Turkish,RV,tr
publicity,news,person_909,tanıtım,haber,Turkish,RN,tr
accurate,real,person_909,doğru,gerçek,Turkish,RJ,tr
reports,news,person_909,rapor,haber,Turkish,RN,tr
like,enjoy,person_258,gibi,keyfini,Turkish,RV,tr
time,chance,person_258,zaman,şans,Turkish,RN,tr
problem,trouble,person_258,sorun,bela,Turkish,RN,tr
photographed,pictured,person_258,fotoğraflandı,resimde,Turkish,RV,tr
true,alive,person_1322,true,hayatta,Turkish,RY,tr
make,do,person_1581,yapmak,yapmak,Turkish,RV,tr
skills,abilities,person_1581,beceri,yetenek,Turkish,RN,tr
right,alright,person_1581,sağ,tamam,Turkish,RJ,tr
idea,imagination,person_1581,fikir,hayal,Turkish,RN,tr
changing,changeable,person_1581,değiştirme,değiştirilebilir,Turkish,RJ,tr
Palace,place,person_3040,palace,yer,Turkish,RN,tr
get,reach,person_3040,almak,ulaşmak,Turkish,RV,tr
forward,ahead,person_3040,ileri,önde,Turkish,RY,tr
called,is,person_3068,denilen,-dir,Turkish,RV,tr
entered,met,person_3068,girilen,tanış,Turkish,RV,tr
imagine,think,person_3068,hayal,düşünü,Turkish,RV,tr
imagine,think,person_3068,hayal,düşünü,Turkish,RV,tr
affect,effect,person_3068,etkileye,etkisi,Turkish,RV,tr
take,pick,person_2987,götür,seç,Turkish,RV,tr
is,has,person_2987,-dir,vardır,Turkish,RV,tr
is,has,person_2987,-dir,vardır,Turkish,RV,tr
give,tell,person_180,geben,sagen,German,RV,de
stricter,harder,person_180,strengere,härter,German,RJ,de
wear,use,person_180,tragen,verwenden,German,RV,de
space,place,person_144,raum,ort,German,RN,de
deliver,bring,person_144,liefern,bringen,German,RV,de
reasons,points,person_1775,gründe,punkte,German,RN,de
appear,play,person_1775,erscheinen,spielen,German,RV,de
auditorium,room,person_1775,auditorium,zimmer,German,RN,de
small,short,person_1775,kleine,kurze,German,RJ,de
getting,taking,person_1775,immer,einnahme,German,RV,de
large,big,person_1775,große,große,German,RJ,de
want,will,person_1775,wollen,wird,German,RV,de
spent,passed,person_235,verbrachte,übergeben,German,RV,de
see,visit,person_235,sehen,besuchen,German,RV,de
expected,thought,person_235,erwartet,dachte,German,RV,de
request,question,person_235,anfrage,frage,German,RN,de
would,have,person_235,würde,haben,German,RV,de
almost,nearly,person_235,fast,fast,German,RY,de
would,had,person_235,würde,hatte,German,RV,de
had,was,person_235,hatte,war,German,RV,de
were,have,person_1212,waren,haben,German,RV,de
Finally,Eventually,person_1212,schließlich,schließlich,German,RY,de
was,played,person_2441,war,gespielt,German,RV,de
attending,visiting,person_806,besucher,besuch,German,RV,de
available,possible,person_806,verfügbar,möglich,German,RJ,de
actual,real,person_1851,tatsächlichen,real,German,RJ,de
have,be,person_1851,haben,werden,German,RV,de
study,learn,person_1851,studieren,lernen,German,RV,de
do,make,person_1851,tun,machen,German,RV,de
chance,change,person_1851,chance,änderung,German,RN,de
lost,earn,person_1851,verloren,verdienen,German,RV,de
thing,point,person_2021,sache,punkt,German,RN,de
had,could,person_2021,hatte,könnte,German,RV,de
earlier,before,person_2021,zuvor,bevor,German,RY,de
advert,notice,person_2021,anzeige,bekanntmachung,German,RN,de
partially,particularly,person_2021,teilweise,besonders,German,RY,de
sense,point,person_2021,sinn,punkt,German,RN,de
promised,told,person_2020,versprochen,erzählte,German,RV,de
solve,correct,person_2020,lösen,beheben,German,RV,de
have,got,person_2020,haben,bekam,German,RV,de
prompt,early,person_2356,eingabeaufforderung,frühen,German,RJ,de
shared,had,person_2356,freigegebenen,hatte,German,RV,de
available,possible,person_1477,verfügbar,möglich,German,RJ,de
lower,smaller,person_480,niedriger,kleinere,German,RJ,de
actually,already,person_480,tatsächlich,bereits,German,RY,de
turned,got,person_480,gedreht,bekam,German,RV,de
worry,care,person_480,sorge,interessieren,German,RV,de
coming,getting,person_442,kommen,immer,German,RV,de
left,inherited,person_1934,gelassen,geerbt,German,RV,de
things,points,person_2376,dinge,punkte,German,RN,de
advertised,displayed,person_2376,beworben,angezeigt,German,RV,de
disappointments,disadvantages,person_2376,enttäuschungen,nachteile,German,RN,de
dinner,diner,person_2376,abendessen,diner,German,RN,de
revised,learned,person_2376,überarbeitet,gelernt,German,RV,de
did,made,person_2376,meinst,gemacht,German,RV,de
then,now,person_2376,dann,jetzt,German,RY,de
file,archive,person_2376,datei,archivieren,German,RV,de
made,taken,person_2376,gemacht,genommen,German,RV,de
performance,time,person_1253,leistung,zeit,German,RN,de
expected,supposed,person_1253,erwartet,angeblich,German,RV,de
told,proposed,person_1253,erzählte,vorgeschlagenen,German,RV,de
become,come,person_1253,werden,kommen,German,RV,de
advertised,showed,person_2377,beworben,zeigte,German,RV,de
longer,more,person_2377,länger,eher,German,RY,de
spent,left,person_2377,verbrachte,gelassen,German,RV,de
big,main,person_2377,große,wichtigsten,German,RJ,de
way,kind,person_2377,weg,art,German,RN,de
causing,standing,person_2377,verursacht,stehen,German,RV,de
hope,wish,person_704,hoffe,wünschen,German,RV,de
great,big,person_704,große,große,German,RJ,de
frequently,mainly,person_704,häufig,hauptsächlich,German,RY,de
yesterday,last,person_2006,gestern,last,German,RJ,de
seeing,visiting,person_2006,sehen,besuch,German,RV,de
be,come,person_2006,werden,kommen,German,RV,de
big,large,person_2006,große,große,German,RJ,de
wear,causes,person_2006,tragen,verursacht,German,RV,de
reason,season,person_2006,grund,saison,German,RN,de
solution,salvation,person_2006,lösung,heil,German,RN,de
method,kind,person_2006,methode,art,German,RN,de
example,point,person_1650,beispiel,punkt,German,RN,de
example,point,person_1650,beispiel,punkt,German,RN,de
essential,necessary,person_1650,wesentliche,notwendig,German,RJ,de
earlier,before,person_2762,zuvor,bevor,German,RY,de
nearly,almost,person_2762,fast,fast,German,RY,de
bears,bares,person_2762,trägt,fletscht,German,RV,de
throw,make,person_1555,werfen,machen,German,RV,de
spend,opened,person_1555,verbringen,geöffnet,German,RV,de
have,spend,person_1815,haben,verbringen,German,RV,de
show,film,person_1815,karte,film,German,RN,de
advertised,indicated,person_1815,beworben,angegeben,German,RV,de
rest,arrest,person_1815,rest,verhaften,German,RV,de
advertised,announced,person_1815,beworben,angekündigt,German,RV,de
actors,person,person_1815,akteure,person,German,RN,de
price,prize,person_1815,preis,preis,German,RN,de
is,has,person_1815,ist,hat,German,RV,de
variety,range,person_1815,vielzahl,palette,German,RN,de
materials,clothes,person_1815,materialien,kleidung,German,RN,de
conservative,solid,person_1815,konservativen,solide,German,RJ,de
saw,visited,person_603,sah,besucht,German,RV,de
meant,made,person_603,bedeutete,gemacht,German,RV,de
get,have,person_603,bekommen,haben,German,RV,de
replaced,traded,person_603,ersetzt,gehandelt,German,RV,de
office,reception,person_603,office,rezeption,German,RN,de
coast,sea,person_603,küste,meer,German,RN,de
computers,commuters,person_1425,computer,pendler,German,RN,de
FUN,FUNNY,person_142,lustig,lustig,German,RJ,de
CHAMPIONSHIP,CUP,person_142,meisterschaft,cup,German,RN,de
DIFFERENT,OTHER,person_142,verschiedenen,andere,German,RJ,de
JOBS,WORK,person_142,jobs,arbeit,German,RN,de
get,go,person_584,bekommen,gehen,German,RV,de
break,brake,person_584,pause,bremse,German,RN,de
doing,writing,person_584,tun,schreiben,German,RV,de
show,present,person_584,zeigen,präsentieren,German,RV,de
working,writing,person_584,arbeiten,schreiben,German,RV,de
break,brake,person_584,brechen,bremse,German,RV,de
trip,journey,person_431,reise,reise,German,RN,de
trip,journey,person_431,reise,reise,German,RN,de
really,quite,person_431,wirklich,ganz,German,RY,de
recent,past,person_431,jüngsten,vergangenen,German,RJ,de
became,got,person_431,wurde,bekam,German,RV,de
go,do,person_431,gehen,tun,German,RV,de
shows,presents,person_431,zeigt,präsentiert,German,RV,de
trip,journey,person_1602,reise,reise,German,RN,de
only,just,person_1602,nur,nur,German,RY,de
bother,disturb,person_1602,mühe,stören,German,RV,de
take,make,person_1602,nehmen,machen,German,RV,de
