case_id,i_nn_1,i_nn_2,i_nn_3,i_nn_4,i_nn_5,i_nn_6,i_nn_7,i_nn_8,i_nn_9,i_nn_10,c_nn_1,c_nn_2,c_nn_3,c_nn_4,c_nn_5,c_nn_6,c_nn_7,c_nn_8,c_nn_9,c_nn_10,l1_i_nn_1,l1_i_nn_2,l1_i_nn_3,l1_i_nn_4,l1_i_nn_5,l1_i_nn_6,l1_i_nn_7,l1_i_nn_8,l1_i_nn_9,l1_i_nn_10,l1_c_nn_1,l1_c_nn_2,l1_c_nn_3,l1_c_nn_4,l1_c_nn_5,l1_c_nn_6,l1_c_nn_7,l1_c_nn_8,l1_c_nn_9,l1_c_nn_10
case_0190,playing,plays,played,play.So,game,play.I,play.This,play.,play.Now,play.It,peform,perfom,performs,performing,perfrom,performed,Perform,peforming,performe,peforms,jugant,jugar-hi,jugar.,jugarse,jugar-,jugar-la,jugar-lo,jugarXjugar,ajugar,jugat,efectuar,iniciar,realitzar-li,fer,realitzar-,realitzarÃ,realitzant,realitzar-se,realitzar-hi,realitzat
case_0189,publc,pubilc,pulic,private,semi-public,pulbic,Public,publich,publics,public-,audiences,audience.The,audience.But,audience.This,audience.And,audience.When,audience.I,audience.So,audience.What,audience.We,públic.L,públic.El,privat-públic,públic.A,-públic,públic.D,públic.-,públic.Un,públic.Al,públic.En,audiències,audiència.,teleaudiència,audiència01,audiència-,audiència26,edat-audiència,audièndia,audiencia,audiècia
case_0188,understand,explaining,expain,clarify,re-explain,expalin,elucidate,explanation,explains,explaing,know,telling,telll,ask,let,say,tells,Tell,told,explain,explicar-,explicar-l,explicar-ne,dexplicar,explica,explicar.A,explicar-mos,explicar-lis,explicar-lo,entendre,pensar,afirmar,Àkans,molokans,Εὐσέβιος,saber,Veckans,tongkans,pensar.No,preguntar
case_0187,kicking,kick,kicks,stomped,knocked,Kicked,dragged,smacked,drop-kicked,kicked-in,hitting,hits,smash,Hit,hit.It,hit.The,hitted,hit.But,hit.As,hit.,biapuntades,puntada,patades,puntadetes,conjuntades,despuntades,burxades,manotades,punyades,juntades,colpejar.,colpejar-se,copejar,colpejar-lo,Colpejar,colpejar-los,colpejar-li,colpej,colpejar-la,colpejar-hi
case_0186,No,there,NO,nothing,any,There,.no,it--no,if,-no,necessarily,shouldn,should,cannot,only,NOT,wouldn,seem,don,but,FARAFINA,altre,algun,mena,nou,tipus.En,sense,qualsevol,pas,prop.Un,ja,No,sí,ho,si,sé,ni,Ja,hi,","
case_0244,understand,explaining,expain,clarify,re-explain,expalin,elucidate,explanation,explains,explaing,know,telling,telll,ask,let,say,tells,Tell,told,explain,explicar-,explicar-l,explicar-ne,dexplicar,explica,explicar.A,explicar-mos,explicar-lis,explicar-lo,entendre,pensar,afirmar,Àkans,molokans,Εὐσέβιος,saber,Veckans,tongkans,pensar.No,preguntar
case_0245,charcters,chracters,sub-characters,characers,character,charaters,charactes,Characters,characters.But,characters.I,actresses,actors-,Actors,actor,thespians,actors.,non-actors,non-actor,actors.The,voice-actors,caràcters-,caracters,.Caràcters,metacaràcters,macrocaràcters,sinítiquescaràcters,cters,Caràcters,caràctersParaules,hiragana.Caràcters,actors-cantants,actors.,actrius,actors-autors,actors-ballarins,personatges,intèrprets,actors-,actors-fundadors,directors
case_0246,thing.Another,thing.One,thing.What,thing.This,thing.But,thing-,thing.Now,thing.And,thing.The,things,ways,way.So,way.It,way.To,way.This,thing,way.By,way.Now,way.But,way--the,alguna,cosa.És,cosa.M,manera,cosa.Tot,cosa.Jo,cosa.Però,cosa.Com,--cosa,cosai,forma,manera.I,manera.De,manera.A,manera.L,manera.D,manera.La,manera--,maneramés,manera.Ets
case_0247,classs,classes,class.The,class.This,class.Now,class.But,class-,class.It,class.In,class--the,classrooms,classrom,clasroom,classroom.The,classroom-,classroom.I,Classroom,classroom.,classroom.In,classr,classes,classe.I,super-classe,classe.La,clase,classe.En,classe.A,classe-,classe.És,classe.L,aula.L,aulaEl,aula-,aula.,auladc,aula.-,aula-taller,aulaUna,aula.A,aula4rt
case_0304,demonstrated,showing,saw,Showed,gave,revealed,came,indicated,shown,showed.,Advertised,advertised.The,non-advertised,advertised.,advertized,adverstised,advertises,advertised-,vertised,advertisement,mostraven,demostrava,presentava,mostrà,evidenciava,veia,manifestava,mostrar,exposava,apareixia,anunciar,anuncia,anunciarà,anunciada,anunciara,anunciaran,anuncià,confirmat,anunciï,anunciava
case_0303,classs,classes,class.The,class.This,class.Now,class.But,class-,class.It,class.In,class--the,classrooms,classrom,clasroom,classroom.The,classroom-,classroom.I,Classroom,classroom.,classroom.In,classr,classes,classe.I,super-classe,classe.La,clase,classe.En,classe.A,classe-,classe.És,classe.L,aula.L,aulaEl,aula-,aula.,auladc,aula.-,aula-taller,aulaUna,aula.A,aula4rt
case_0302,forgotton,forgetten,fogotten,forgotten.But,forgotten.I,forgotten-,forgot,forgotten.The,forgotten.And,forgotten.We,leaving,Left,leftt,lef,leave,right,handside,left.I,-left,mid-left,oblidat-,Oblidat,abandonat,oblidada,oblidadís,perdut,oblidats,desaprès,oblida,oblidau,deixar,quedat,deixat-,deixa,tornat,deixatat,deixar.,deixata,deixada,deixant
case_0301,discovering,searching,figuring,find,Finding,locating,fnding,findng,findind,identifying,discover,locate,finding,found,searching,try,see,uncover,can,help,descobriments,re-descobriment,descubriment,quasidescobriment,Descobriment,redescobriment,predescobriment,auto-descobriment,Redescobriment,descoberta,buscar,trobar.A,trobar.,trobar.Un,trobar.De,trobar.En,trobar-l,trobar-n,trobar.I,cercar
case_0300,getting,got,want,gets,gotten,need,give,can,try,take,making,makes,Make,made,amke,want,sure,create,Making,easier,intentar,obtenir,assolir,aconseguint,aconseguirn,aconseguir.En,aconseguit,aconseguirho,aconsegueix,daconseguir,fer-hi,fer-se,realitzar,servir,fent,fer-ne,fer-mos,fer-ser,fer-li,fer-Io
case_0299,understand,explaining,expain,clarify,re-explain,expalin,elucidate,explanation,explains,explaing,decribe,descibe,describing,desribe,characterize,describes,discribe,descirbe,explain,describle,explicar-,explicar-l,explicar-ne,dexplicar,explica,explicar.A,explicar-mos,explicar-lis,explicar-lo,entendre,descriure.,definir,descriure-,descriure-hi,descriu,descriure-li,descriure-la,adescriure,descriure-ho,descrobrir
case_0298,acts,act.,act.It,act.This,act.And,act.The,act.So,acting,act.But,acted,playing,plays,played,play.So,game,play.I,play.This,play.,play.Now,play.It,acte.El,acte.,acte.A,acte.L,acte-,acte.I,acte.La,actes,acte.No,esdeveniment,joc.Un,joc.I,joc.El,joc.A,joc.L,joc.No,jocs,jocs.,joc.En,mini-jocs
case_0305,hours,hr.,hour-and-a-half,hour.So,minutes,hour.This,minute,hour.It,hour-,hour-ish,day,period,time.This,time.Now,time.But,tiem,time.However,tme,moment,time.So,hora.L,horaa,hora.A,hora.I,hora.Es,hora.És,horad,horada,hora.,hora.Al,temps.He,temps.És,tempsxtemps,temps.Hi,temps.Al,temps.I,temps.Fa,temps.2,temps.Bé,temps.Va
case_0297,acts,act.,act.It,act.This,act.And,act.The,act.So,acting,act.But,acted,playing,plays,played,play.So,game,play.I,play.This,play.,play.Now,play.It,acte.El,acte.,acte.A,acte.L,acte-,acte.I,acte.La,actes,acte.No,esdeveniment,joc.Un,joc.I,joc.El,joc.A,joc.L,joc.No,jocs,jocs.,joc.En,mini-jocs
case_0295,prizes,prize.The,prize-,Prize,winner,prize.This,prize.,prize.It,prize.I,Prizes,prices,price.But,pric,price.It,price.This,price.As,price.That,price.However,price.Also,price.,Premi,guardó,premi.El,premi.L,premis,premi.En,premi.Un,premi-,premi.La,premi.I,preu-,preu.,preu.A,preu.-,preu.El,preu.L,cost,preu.En,mòdic,preu.No
case_0294,informs,asks,tell,telling,explains,reassures,thinks,sees,convinces,reveals,states.The,states.This,states.But,states.,sates,states.In,state,states.As,states.It,states.If,deia,afirma,explica,comenta,diuen,Nilkant,assenyala,Buskant,Tajakant,recorda,manifestar,expressa,manifestada,manifestat,manifesta-,manifestava,demostra,evident,evidencia,manifestació
case_0293,true.That,true.The,true-,true.This,true.So,true.It,true.What,true.As,true.And,true.A,REAL,non-real,semi-real,-real,honest-to-goodness,realer,real-,un-real,honest-to-god,genuine,autèntica,autèntic,vertader,-veritable,vertadera,gran,verdadera,veritablement,veritabl,verdader,real-irreal,real.És,real.A,reala,realitat,real.No,real-,real.En,realUna,irreal
case_0292,making,makes,Make,made,amke,want,sure,create,Making,easier,causes,causing,casue,caused,cuase,cause.If,cause.,cuases,cause.The,cause.What,fer-hi,fer-se,realitzar,servir,fent,fer-ne,fer-mos,fer-ser,fer-li,fer-Io,provocar,causar-se,causar-li,causar-los,causar-ne,causar-hi,causar-nos,causar-me,causar-lo,ausar
case_0291,getting,got,want,gets,gotten,need,give,can,try,take,had,been,'ve,already,ahve,haved,haven,can,never,hve,intentar,obtenir,assolir,aconseguint,aconseguirn,aconseguir.En,aconseguit,aconseguirho,aconsegueix,daconseguir,havien,haurien,hagin,hem,haguin,hauran,haguen,haguessin,haguessen,shavien
case_0290,reference,refernces,referencing,refrences,refences,allusions,referrences,references.The,referenced,refereces,reivews,revies,review,reviews.I,reviews.The,reveiws,reviewes,reviews.It,revie,reviews.We,referencies,referèncietes,referènces,Referències,mencions,cites,referècies,referències.,refeències,refereències,comentaris.I,comentaris.A,comentaris.M,comentaris.Ja,comentaris.Jo,comentaris.-,comentaris.Ptns.,tuitsComentaris,comentaris.De,comentaris.Un
case_0289,recieve,receiving,receives,received,Receive,receieve,send,receie,eceive,receivee,getting,got,want,gets,gotten,need,give,can,try,take,rebut,rebent,rebé,rebre-li,rebre-hi,donar,obtenir,rebre-,rebre-us,enviar,intentar,obtenir,assolir,aconseguint,aconseguirn,aconseguir.En,aconseguit,aconseguirho,aconsegueix,daconseguir
case_0296,playing,plays,played,play.So,game,play.I,play.This,play.,play.Now,play.It,appears,appearing,reappear,appeared,seem,apear,re-appear,apppear,disappear,appear.The,jugant,jugar-hi,jugar.,jugarse,jugar-,jugar-la,jugar-lo,jugarXjugar,ajugar,jugat,apareix,aparèixen,Apareixen,reapareixen,Reapareixen,apareixenen,troben,apareixien,apreixen,apareguen
case_0306,paper.This,paper.As,paper.And,papaer,papers,paper.The,paper.I,paper.We,paper.,paper.A,integral,part.This,part.The,whole,portion,intergral,the,aspect,component,parts,document2,documents,non-document,document1.2.,document.D,Document,document.El,doocument,ocument,documentació,majorpart,partd,forma,resta,major,part.A,formar,part.I,formapart,partde
case_0307,classs,classes,class.The,class.This,class.Now,class.But,class-,class.It,class.In,class--the,classrooms,classrom,clasroom,classroom.The,classroom-,classroom.I,Classroom,classroom.,classroom.In,classr,classes,classe.I,super-classe,classe.La,clase,classe.En,classe.A,classe-,classe.És,classe.L,aula.L,aulaEl,aula-,aula.,auladc,aula.-,aula-taller,aulaUna,aula.A,aula4rt
case_0308,preparing,prepared,prepares,Prepare,preparation,pre-prepare,perpare,Preparing,well-prepared,over-prepare,making,makes,Make,made,amke,want,sure,create,Making,easier,preparar-se,preparar-li,preparat,prepar,preparar-ne,preparar-l,preparar-ho,preparar-,preparar-lo,preparant,fer-hi,fer-se,realitzar,servir,fent,fer-ne,fer-mos,fer-ser,fer-li,fer-Io
case_0325,gotten,get,getting,had,went,gotton,came,gottten,picked,figured,do,Go,to,going,'d,'t,be,on.Go,let,ahaed,aconseguien,conseguia,intentava,Aconseguia,aconseguiria,aconseguí,aconseguíem,aconseguir,aconseguiex,obtenia,anant,anar.A,anat,anar-li,anar-nos,anar-los,anar-ne,tornar,anar-lo,anar.No
case_0324,dissappointing,underwhelming,dissapointing,disapointing,Disappointing,disppointing,disappointed,lackluster,lacklustre,disappointingly,dissappointed,dissapointed,disapointed,disppointed,underwhelmed,disapppointed,Disappointed,surprised,disheartened,diappointed,decebedorament,decebedora,Decebedor,decebedors,decebedores,deceberà,satisfactori,decebo,decepcionant,decebent,decepcionat,decebuda,deceb,Decebut,decebuts,decebent,dolgut,sorprès,desanimat,recebut
case_0323,uncover,find,discovering,re-discover,explore,unearth,rediscover,learn,disover,discovers,discover,locate,finding,found,searching,try,see,uncover,can,help,descobrir.,descobrir.I,redescobrir,descobrir.A,descobrir-hi,re-descobrir,descobrir-ne,conèixer,descobrirarn,descobrir-,buscar,trobar.A,trobar.,trobar.Un,trobar.De,trobar.En,trobar-l,trobar-n,trobar.I,cercar
case_0322,extracts,extracted,Extract,extract.,extracting,extrac,extract.The,Extracts,exract,extact,instance,example.In,exmaple,example.The,example.For,example.A,exampe,example.As,examples,example.This,Extracte,extractes,extractat,Extractes,personalitzadaExtracte,extracta,extrac,extractats,Extract,extractant,exemples,cas,exemple.De,exemple.Un,.exemple,p.exemple,exemple.L,exemple.És,exemple.En,exemple.A
case_0321,know,telling,telll,ask,let,say,tells,Tell,told,explain,know,think,believe,tell,say.And,saying,argue,guess,suppose,presume,pensar,afirmar,Àkans,molokans,Εὐσέβιος,saber,Veckans,tongkans,pensar.No,preguntar,pensar,afirmar,Àkans,molokans,Εὐσέβιος,saber,Veckans,tongkans,pensar.No,preguntar
case_0320,conferece,conferences,confernce,confernece,Conference,conference-,conference.This,conference.The,mini-conference,pre-conference,teleconferencing,videoconferencing,Conferencing,tele-conferencing,web-conferencing,Teleconferencing,Videoconferencing,videoconference,screen-sharing,webconferencing,Conferència,xerrada,xerrada-conferència,desconferència,conferències,conferècia,conferència-debat,conferencia,-conferència,conferència-xerrada,audioconferències,Audioconferència,vídeoconferència,video-conferència,teleconferència,videoconferència,vídeo-conferència,teleconferències,audio-guia,audiologia
case_0319,getting,got,want,gets,gotten,need,give,can,try,take,is,will,not,should,able,thbe,so,may,can,might,intentar,obtenir,assolir,aconseguint,aconseguirn,aconseguir.En,aconseguit,aconseguirho,aconsegueix,daconseguir,sigut,ésser,resultar,YVE,sci-hub.ac,haver,esdevenir,fou,estat,estar
case_0318,tours,tour.The,tour.This,tour.It,tour.As,tour.,mini-tour,tour.A,tour.I,Tour,cirlce,cirle,circles,circle.The,circle.,circle.This,circle.I,circle-,circle.It,cricle,Futour,tours,toure,noc-tour,skitour,Gyrotour,détour,detour,Noc-tour,ttt.tour,cercles,cercleNou,cercle.,semi-cercle,incercle,circumcercle,cercle-,encercle,cercle.La,cercle.Bloc
case_0317,expressing,expresss,expess,expresses,expres,convey,expressed,express.,expresse,expre,understand,explaining,expain,clarify,re-explain,expalin,elucidate,explanation,explains,explaing,expressar-li,expressar-los,expressar-lo,manifestar,expressar-,Expressar,expressar-se,expressa,expressar-la,expressar-hi,explicar-,explicar-l,explicar-ne,dexplicar,explica,explicar.A,explicar-mos,explicar-lis,explicar-lo,entendre
case_0316,Fast,super-fast,fast-,fast.It,slow,fast.,fastand,fast.This,fast.The,faster,swiftly,rapidly,quckly,easily,quicly,Quickly,qucikly,soon,slowly,efficiently,pressa.,pressa.De,pressa.I,pressai,desfressa,pressa-,presses,depressa,pressar,Apressa,fàcilment,lentament,gradualment,immediatament,ràpidamente,progressivament,ràpidament.,rapidament,ràpidamnet,ràpidament.A
case_0315,unable,can,could,ablt,willing,allow,be,cannot,managed,allowed,availble,availabe,availalbe,avaiable,avaialable,avaialble,avaliable,availalble,vailable,avilable,incapaç,capaça,capaços,capaç.,capaçde,capaçes,capaçitat,capaces,intentar-se,intentar,disponible.,disponibles,-disponible,disponiblee,disponibl,indisponible,disponible.Per,disponible-,isponible,disponiblitat
case_0314,altered,change,changing,chnaged,changed.The,changed.This,changed.So,changed-,changed.What,changed.It,Replaced,replacing,replace,supplanted,re-placed,repaced,removed,relaced,superseded,swapped,canviar,canviat.I,canviat.,canviant,canvia,canviau,canvia.,modificat,canviar.,millorat,reemplaçat,-substituït,substituïda,substituir,substituit,susbstituït,disubstituït,Substituït,substitueix,substituïs
case_0313,playing,palyed,play,plays,Played,played.I,played.But,played-,PLAYED,played.,peformed,perfomed,performing,Performed,perform,preformed,perfromed,performed.The,per-formed,re-performed,jugar,jugat.,juga,jugaa,jugant,jugar-,disputat,jugats,jugava,jugan,efectuat,realitzada,realitzar,realitzatda,produït,finalitzat,presentat,dut,realitza,realizat
case_0312,week,year,next,year.Last,first,past,Last,month,years.Last,week.Last,not-so-recent,semi-recent,previous,spate,most-recent,widely-publicized,well-publicized,recent-ish,Recent,more-recent,darrer,aquest,lúltim,primer,segon,Lúltim,-últim,tercer,quart,XIX-últim,recentement,recentíssima,recentíssim,recent.,precent,recente,recentment,recents,recentsSM,Crecent
case_0311,Spectators,spectators.The,onlookers,spectator,spectators.,on-lookers,bystanders,by-standers,grandstands,SPECTATORS,audiences,audience.The,audience.But,audience.This,audience.And,audience.When,audience.I,audience.So,audience.What,audience.We,espectadors.,espectadores,espectadors-,telespectadors,teleespectadors,Espectadors,tele-espectadors,expectadors,espectadors.CE,espectadorsGespa,audiències,audiència.,teleaudiència,audiència01,audiència-,audiència26,edat-audiència,audièndia,audiencia,audiècia
case_0310,understand,explaining,expain,clarify,re-explain,expalin,elucidate,explanation,explains,explaing,know,telling,telll,ask,let,say,tells,Tell,told,explain,explicar-,explicar-l,explicar-ne,dexplicar,explica,explicar.A,explicar-mos,explicar-lis,explicar-lo,entendre,pensar,afirmar,Àkans,molokans,Εὐσέβιος,saber,Veckans,tongkans,pensar.No,preguntar
case_0309,playing,plays,played,play.So,game,play.I,play.This,play.,play.Now,play.It,roles,role.The,role.This,role.It,rôle,role.In,role.As,role.But,role.So,role.,joc.Un,joc.I,joc.El,joc.A,joc.L,joc.No,jocs,jocs.,joc.En,mini-jocs,rol,e-paper,-paper,unpaper,paper.L,paper.El,elpaper,paper.En,paper.I,Flypaper
case_0288,Do,go,'t,want,don,know,so,if,I,think,gives,giving,gave,Give,provide,get,gve,want,take,ask,fer-hi,fer-se,realitzar,servir,fent,fer-ne,fer-mos,fer-ser,fer-li,fer-Io,donar-li,donar-els-hi,donant,donat,oferir,donar-hi,donar-le,donar-los,tenir,donar-se
case_0165,clothing,clothers,clothese,clothes--,garments,clothings,clothes.,clothes.But,clothes.And,clothes.I,clothes,garments,apparel,clothings,clothing.The,clothing-,undergarments,clothing.,clothers,Clothing,roba.,roba-,roba.-,vestimenta,robeta,robar.li,robaen,robaí,robaEl,vestir,roba.,roba-,roba.-,vestimenta,robeta,robar.li,robaen,robaí,robaEl,vestir
case_0287,elements,component,element.This,element-,element.,element.The,sub-element,elemnt,element.In,sub-elements,thing.Another,thing.One,thing.What,thing.This,thing.But,thing-,thing.Now,thing.And,thing.The,things,peça.-,peças,peça.,-peça,peça-,peçaa,peces,obra,peça.És,contrapeça,alguna,cosa.És,cosa.M,manera,cosa.Tot,cosa.Jo,cosa.Però,cosa.Com,--cosa,cosai
